"Producto","Tipo","NIF","Adjudicatario","Fecha","Cantidad Pedido","Cantidad Recibido","Cantidad Pendiente","Importe del Pedido","Importe Pagado","Importe Pendiente"
"MANTENIMIENTO INTEGRAL EDIFICIOS","SERVICIO","E30805816","CRISTALERIA EL POLIGONO C.B.","22/05/2020","1191.85","1191.85","0","1192","1192","0","21%"
"SERV.INST.EQUIPO ELECTRICO Y MECANICO","SERVICIO","U73963514","UTE. CIMA HOSPITAL SANTA LUCIA 2017","22/05/2020","496.1","496.1","0","496","496","0","21%"
"Fiad/acc. intubación","SUMINISTRO","A03142114","TELEFLEX MEDICAL, S.A.","25/05/2020","12","12","0","44","44","0","10%"
"Sondas urológicas","SUMINISTRO","A03142114","TELEFLEX MEDICAL, S.A.","25/05/2020","110","110","0","188","188","0","10%"
"Sondas urológicas","SUMINISTRO","A03142114","TELEFLEX MEDICAL, S.A.","25/05/2020","120","120","0","205","205","0","10%"
"Sondas urológicas","SUMINISTRO","A03142114","TELEFLEX MEDICAL, S.A.","25/05/2020","210","210","0","358","358","0","0%"
"Sondas urológicas","SUMINISTRO","A03142114","TELEFLEX MEDICAL, S.A.","25/05/2020","60","60","0","102","102","0","10%"
"Sondas urológicas","SUMINISTRO","A03142114","TELEFLEX MEDICAL, S.A.","25/05/2020","30","30","0","51","51","0","0%"
"MASCARILLAS QUIRURGICAS I, de tipo II y IIR","SUMINISTRO","A08032401","LABORATORIOS HARTMANN, S.A.","25/05/2020","4999750","400","4999350","2399880","192","2399688","0%"
"Tubos alargadores","SUMINISTRO","A08630063","IBERHOSPITEX, S.A.","25/05/2020","1680","1680","0","1006","1006","0","0%"
"Fij/suj/acc.ventiltp","SUMINISTRO","A28389484","MEDTRONIC IBERICA, S.A.","25/05/2020","20","20","0","124","124","0","0%"
"Inst.des.general","SUMINISTRO","A28389484","MEDTRONIC IBERICA, S.A.","25/05/2020","50","50","0","250","250","0","0%"
"Nebuliz./humidific.","SUMINISTRO","A28389484","MEDTRONIC IBERICA, S.A.","25/05/2020","930","930","0","1348","1348","0","0%"
"Termó/sensor reg.dat","SUMINISTRO","A28389484","MEDTRONIC IBERICA, S.A.","25/05/2020","408","408","0","3431","3431","0","21%"
"Tubos admón.O2","SUMINISTRO","A28389484","MEDTRONIC IBERICA, S.A.","25/05/2020","25","25","0","214","214","0","0%"
"Tubos traqueales","SUMINISTRO","A28389484","MEDTRONIC IBERICA, S.A.","25/05/2020","110","110","0","79","79","0","0%"
"Tubos traqueales","SUMINISTRO","A28389484","MEDTRONIC IBERICA, S.A.","25/05/2020","60","60","0","43","43","0","0%"
"Tubos traqueales","SUMINISTRO","A28389484","MEDTRONIC IBERICA, S.A.","25/05/2020","30","30","0","21","21","0","0%"
"Tubos traqueales","SUMINISTRO","A28389484","MEDTRONIC IBERICA, S.A.","25/05/2020","50","50","0","36","36","0","0%"
"Tubos traqueales","SUMINISTRO","A28389484","MEDTRONIC IBERICA, S.A.","25/05/2020","30","30","0","112","112","0","0%"
"Tubul/filt/circ. Y","SUMINISTRO","A28389484","MEDTRONIC IBERICA, S.A.","25/05/2020","20","20","0","137","137","0","0%"
"Tubul/filt/circ. Y","SUMINISTRO","A28389484","MEDTRONIC IBERICA, S.A.","25/05/2020","260","260","0","754","754","0","0%"
"Tubul/filt/circ. Y","SUMINISTRO","A28389484","MEDTRONIC IBERICA, S.A.","25/05/2020","10","10","0","125","125","0","0%"
"Tubul/filt/circ. Y","SUMINISTRO","A28389484","MEDTRONIC IBERICA, S.A.","25/05/2020","50","50","0","53","53","0","0%"
"Tubul/filt/circ. Y","SUMINISTRO","B46149555","DEXTRO MEDICA, S.L.","25/05/2020","200","200","0","370","370","0","21%"
"DESINFECTANTE SUPERFICIE","SUMINISTRO","B48910756","VESISMIN, S.L.","25/05/2020","6","6","0","572","572","0","21%"
"DESINFECTANTE TOALLITAS","SUMINISTRO","B48910756","VESISMIN, S.L.","25/05/2020","51750","20800","30950","4347","1747","2600","0%"
"Toall/esp.desechable","SUMINISTRO","B48910756","VESISMIN, S.L.","25/05/2020","30000","30000","0","1365","1365","0","0%"
"Nebuliz./humidific.","SUMINISTRO","B61053922","KEYLAB MEDICAL, S.L.","25/05/2020","30","30","0","450","450","0","0%"
"Nebuliz./humidific.","SUMINISTRO","B61053922","KEYLAB MEDICAL, S.L.","25/05/2020","100","100","0","300","300","0","0%"
"Apósitos no activos","SUMINISTRO","B61787057","ALFASIGMA ESPAÑA, S.L.","25/05/2020","1420","1420","0","2609","2609","0","10%"
"SILLA CONFIDENTE PACIENTE","SUMINISTRO","B73068702","SOFIMA EXPRESS, S.L.","25/05/2020","147","147","0","18143","18143","0","21%"
"Conector/adaptador","SUMINISTRO","B80957889","INTERSURGICAL ESPAÑA, S.L.","25/05/2020","50","50","0","120","120","0","0%"
"Fij/suj/acc.ventiltp","SUMINISTRO","B80957889","INTERSURGICAL ESPAÑA, S.L.","25/05/2020","20","20","0","306","306","0","21%"
"Tubos admón.O2","SUMINISTRO","B80957889","INTERSURGICAL ESPAÑA, S.L.","25/05/2020","1250","1250","0","280","280","0","0%"
"Tubul/filt/circ. Y","SUMINISTRO","B80957889","INTERSURGICAL ESPAÑA, S.L.","25/05/2020","30","30","0","897","897","0","0%"
"Tubul/filt/circ. Y","SUMINISTRO","B87513040","VYAIRE MEDICA, SLU.","25/05/2020","40","40","0","204","204","0","0%"
"Termó/sensor reg.dat","SUMINISTRO","W0068620D","MASIMO EUROPE LTD SUCURSAL EN ESPAÑ","25/05/2020","480","480","0","4776","4776","0","0%"
"TIRA 4 TUBOS CON TA..CIÓN PCR ROTORGENEQ","SUMINISTRO","A28114742","WERFEN ESPAÑA, S.A.","26/05/2020","4","4","0","716","716","0","21%"
"VIGILANCIA Y SEGURIDAD","SERVICIO","A73100638","SALZILLO SEGURIDAD S.A.","26/05/2020","1149.98","1149.98","0","1150","1150","0","21%"
"BATAS DESECHABLES E IMPERMEABLES","SUMINISTRO","B02241453","CONFECCIONES DELMAPUNTO, S.L.","26/05/2020","2080","2080","0","6552","6552","0","0%"
"Edificios relacionados con la salud","SERVICIO","B30061766","TALLERES ISMEN, S.L.","26/05/2020","2807.2","2807.2","0","2807","2807","0","21%"
"MAMPARA","SUMINISTRO","B30104343","CONSTRUCCIONES METALICAS ROMERO, SL","26/05/2020","1","1","0","944","944","0","21%"
"SUMINISTRO DE COMIDAS","SERVICIO","B30553614","AMG SERVICIOS INTEGRADOS, S.L.","26/05/2020","689.22","689.22","0","689","689","0","10%"
"Instalacion cableado electrico","SERVICIO","B73954711","GESTION Y SERVICIOS ENERGETICOS NOV","26/05/2020","1076.9","1076.9","0","1077","1077","0","21%"
"Instalacion cableado electrico","SERVICIO","B73954711","GESTION Y SERVICIOS ENERGETICOS NOV","26/05/2020","1076.9","1076.9","0","1077","1077","0","21%"
"Cán.traq.laring","SUMINISTRO","B83886176","SMITHS MEDICAL ESPAÑA, S.R.L.","26/05/2020","5","5","0","594","594","0","10%"
"PIJAMAS","SUMINISTRO","B86030723","MEDLINE INTERNATIONAL IBERIA S.L.","26/05/2020","575","575","0","472","472","0","0%"
"Eq/acc. perfusión","SUMINISTRO","B87334017","CARDINAL HEALTH SPAIN 511, S.L.","26/05/2020","252","252","0","1067","1067","0","21%"
"Fund/prot.desechable","SUMINISTRO","B87334017","CARDINAL HEALTH SPAIN 511, S.L.","26/05/2020","33792","33792","0","1145","1145","0","21%"
"GUANTE QUIRÚRGICO","SUMINISTRO","B87334017","CARDINAL HEALTH SPAIN 511, S.L.","26/05/2020","200","200","0","166","166","0","0%"
"GUANTE QUIRÚRGICO","SUMINISTRO","B87334017","CARDINAL HEALTH SPAIN 511, S.L.","26/05/2020","200","200","0","180","180","0","0%"
"Sondas de aspiración","SUMINISTRO","B87334017","CARDINAL HEALTH SPAIN 511, S.L.","26/05/2020","100","100","0","8","8","0","0%"
"Sondas de aspiración","SUMINISTRO","B87334017","CARDINAL HEALTH SPAIN 511, S.L.","26/05/2020","400","400","0","30","30","0","0%"
"Sondas de aspiración","SUMINISTRO","B87334017","CARDINAL HEALTH SPAIN 511, S.L.","26/05/2020","3300","3300","0","454","454","0","0%"
"Sondas de aspiración","SUMINISTRO","B87334017","CARDINAL HEALTH SPAIN 511, S.L.","26/05/2020","800","800","0","110","110","0","0%"
"Sondas de aspiración","SUMINISTRO","B87334017","CARDINAL HEALTH SPAIN 511, S.L.","26/05/2020","100","100","0","14","14","0","0%"
"Tubul/filt/circ. Y","SUMINISTRO","B87513040","VYAIRE MEDICA, SLU.","26/05/2020","40","40","0","204","204","0","0%"
"SOLUCION HIDROALCOHOLICA (biocida y cosmetica)","SUMINISTRO","A08032401","LABORATORIOS HARTMANN, S.A.","27/05/2020","590","590","0","2407","2407","0","0%"
"SOLUCION HIDROALCOHOLICA (biocida y cosmetica)","SUMINISTRO","A30014047","AROM, S.A.","27/05/2020","9990","9990","0","6494","6494","0","0%"
"SOLUCION HIDROALCOHOLICA (biocida y cosmetica)","SUMINISTRO","A30014047","AROM, S.A.","27/05/2020","11760","11760","0","26695","26695","0","0%"
"BATA AISLAMIENTO","SUMINISTRO","A58710740","PALEX MEDICAL, S.A.","27/05/2020","90000","90000","0","85500","85500","0","0%"
"FORMACION DE RAMPA ACCESO CENTRO  SALUD","SUMINISTRO","B05526595","INFRAESTRUCTURA Y GESTION DE","27/05/2020","1","1","0","4935","4935","0","21%"
"LIMPIEZA CENTROS SANITARIOS....","SERVICIO","B30365712","STV GESTIÓN, S.L.","27/05/2020","10438.68","10438.68","0","10439","10439","0","21%"
"LIMPIEZA CENTROS SANITARIOS....","SERVICIO","B30365712","STV GESTIÓN, S.L.","27/05/2020","20006.28","20006.28","0","20006","20006","0","21%"
"RESTAURANTE Y CAFETERÍA","SERVICIO","B30553614","AMG SERVICIOS INTEGRADOS, S.L.","27/05/2020","9789.3","9789.3","0","9789","9789","0","10%"
"RESTAURANTE Y CAFETERÍA","SERVICIO","B30553614","AMG SERVICIOS INTEGRADOS, S.L.","27/05/2020","6502.08","6502.08","0","6502","6502","0","10%"
"RESTAURANTE Y CAFETERÍA","SERVICIO","B30553614","AMG SERVICIOS INTEGRADOS, S.L.","27/05/2020","2629","2629","0","2629","2629","0","10%"
"RESTAURANTE Y CAFETERÍA","SERVICIO","B30553614","AMG SERVICIOS INTEGRADOS, S.L.","27/05/2020","583.1","583.1","0","583","583","0","10%"
"Conector/adaptador","SUMINISTRO","B46149555","DEXTRO MEDICA, S.L.","27/05/2020","120","120","0","252","252","0","0%"
"GUANTES DE NITRILO, CON Y SIN POLVO","SUMINISTRO","B73287740","LEASK, S.L.","27/05/2020","200","200","0","24","24","0","0%"
"MONO INTEGRAL","SUMINISTRO","B73777583","NOVO HERMALEV, S.L.","27/05/2020","4400","4400","0","114312","114312","0","0%"
"GORROS","SUMINISTRO","B80196934","GARRIC MEDICA, S.L.","27/05/2020","100000","100000","0","9800","9800","0","0%"
"Resucitador manual","SUMINISTRO","B81040149","FIRMA AMBU, S.L.","27/05/2020","12","12","0","102","102","0","0%"
"Resucitador manual","SUMINISTRO","B81040149","FIRMA AMBU, S.L.","27/05/2020","12","12","0","102","102","0","0%"
"Resucitador manual","SUMINISTRO","B81040149","FIRMA AMBU, S.L.","27/05/2020","12","12","0","102","102","0","0%"
"Conector/adaptador","SUMINISTRO","B82479387","LINDE MEDICA, S.L.U.","27/05/2020","5","5","0","0","0","0","0%"
"Nebuliz./humidific.","SUMINISTRO","B82479387","LINDE MEDICA, S.L.U.","27/05/2020","60","60","0","62","62","0","21%"
"Tubul/filt/circ. Y","SUMINISTRO","B87513040","VYAIRE MEDICA, SLU.","27/05/2020","80","80","0","408","408","0","0%"
"CÁMARA DIGITAL INTUBACIÓN","SUMINISTRO","A48464788","A.J.L. OPHTHALMIC  S.A.","28/05/2020","2","2","0","706","706","0","21%"
"BATAS DESECHABLES E IMPERMEABLES","SUMINISTRO","B02241453","CONFECCIONES DELMAPUNTO, S.L.","28/05/2020","1648","1648","0","5191","5191","0","0%"
"Felpudo","SUMINISTRO","B30062640","COMERCIAL ROLDAN, S.L.","28/05/2020","24","24","0","589","589","0","21%"
"LIMPIEZA  EDIFICIOS ADMINISTRATIVOS","SERVICIO","B30563415","TECNICAS Y SERVICIOS INTEGRALES DE","28/05/2020","1441.08","1441.08","0","1441","1441","0","21%"
"MAMPARAS MOSTRADOR INFORMACION","SUMINISTRO","B30869242","OK SOLUCIONES Y SUMINISTROS, SLL.","28/05/2020","1","1","0","188","188","0","0%"
"MAMPARAS MOSTRADOR INFORMACION","SUMINISTRO","B30869242","OK SOLUCIONES Y SUMINISTROS, SLL.","28/05/2020","1","1","0","237","237","0","0%"
"Mascarilla O2/otras","SUMINISTRO","B46149555","DEXTRO MEDICA, S.L.","28/05/2020","1","1","0","49","49","0","0%"
"ALQUILER DE VEHICULOS","SERVICIO","B73166936","AMBULANCIAS MAR MENOR, S.L.","28/05/2020","3645.97","3645.97","0","3646","3646","0","0%"
"ALQUILER DE VEHICULOS","SERVICIO","B73166936","AMBULANCIAS MAR MENOR, S.L.","28/05/2020","176.42","176.42","0","176","176","0","0%"
"ALQUILER DE VEHICULOS","SERVICIO","B73166936","AMBULANCIAS MAR MENOR, S.L.","28/05/2020","5586.57","5586.57","0","5587","5587","0","0%"
"CAPUCHONES","SUMINISTRO","B73551483","FERRETERIA Y SUMINISTROS INDUSTRIAL","28/05/2020","6","6","0","42","42","0","0%"
"Perchero de pie","SUMINISTRO","B85824621","RADIAPROT, S.L.","28/05/2020","1","1","0","1010","1010","0","21%"
"GUANTES DE NITRILO, CON Y SIN POLVO","SUMINISTRO","A08032401","LABORATORIOS HARTMANN, S.A.","29/05/2020","39600","39600","0","942","942","0","0%"
"GUANTES DE NITRILO, CON Y SIN POLVO","SUMINISTRO","A08032401","LABORATORIOS HARTMANN, S.A.","29/05/2020","470000","470000","0","11186","11186","0","0%"
"GUANTES DE NITRILO, CON Y SIN POLVO","SUMINISTRO","A08032401","LABORATORIOS HARTMANN, S.A.","29/05/2020","700000","700000","0","16660","16660","0","0%"
"GUANTES DE NITRILO, CON Y SIN POLVO","SUMINISTRO","A08032401","LABORATORIOS HARTMANN, S.A.","29/05/2020","700000","700000","0","16660","16660","0","0%"
"GUANTES DE NITRILO, CON Y SIN POLVO","SUMINISTRO","A08032401","LABORATORIOS HARTMANN, S.A.","29/05/2020","10000","10000","0","238","238","0","0%"
"Tubos alargadores","SUMINISTRO","A08630063","IBERHOSPITEX, S.A.","29/05/2020","300","300","0","217","217","0","21%"
"Inst.des.general","SUMINISTRO","A28389484","MEDTRONIC IBERICA, S.A.","29/05/2020","50","50","0","1500","1500","0","0%"
"Termó/sensor reg.dat","SUMINISTRO","A28389484","MEDTRONIC IBERICA, S.A.","29/05/2020","168","168","0","1413","1413","0","21%"
"Tubos traqueales","SUMINISTRO","A28389484","MEDTRONIC IBERICA, S.A.","29/05/2020","10","10","0","199","199","0","0%"
"Tubos traqueales","SUMINISTRO","A28389484","MEDTRONIC IBERICA, S.A.","29/05/2020","20","20","0","398","398","0","0%"
"Tubul/filt/circ. Y","SUMINISTRO","A28389484","MEDTRONIC IBERICA, S.A.","29/05/2020","25","25","0","27","27","0","0%"
"Inst.des.general","SUMINISTRO","A48464788","A.J.L. OPHTHALMIC  S.A.","29/05/2020","48","48","0","2208","2208","0","0%"
"Cánulas Guedel-Mayo","SUMINISTRO","B80957889","INTERSURGICAL ESPAÑA, S.L.","29/05/2020","180","180","0","48","48","0","0%"
"Sondas de aspiración","SUMINISTRO","B80957889","INTERSURGICAL ESPAÑA, S.L.","29/05/2020","60","60","0","780","780","0","0%"
"Sondas de aspiración","SUMINISTRO","B80957889","INTERSURGICAL ESPAÑA, S.L.","29/05/2020","30","30","0","390","390","0","0%"
"Tubul/filt/circ. Y","SUMINISTRO","B80957889","INTERSURGICAL ESPAÑA, S.L.","29/05/2020","20","20","0","61","61","0","0%"
"GUANTE QUIRÚRGICO","SUMINISTRO","B87334017","CARDINAL HEALTH SPAIN 511, S.L.","29/05/2020","200","200","0","180","180","0","0%"
"Sistemas nutrición","SUMINISTRO","B87334017","CARDINAL HEALTH SPAIN 511, S.L.","29/05/2020","30","30","0","127","127","0","21%"
"Sondas de aspiración","SUMINISTRO","B87334017","CARDINAL HEALTH SPAIN 511, S.L.","29/05/2020","100","100","0","8","8","0","0%"
"Sondas de aspiración","SUMINISTRO","B87334017","CARDINAL HEALTH SPAIN 511, S.L.","29/05/2020","100","100","0","14","14","0","0%"
"GUANTES DE NITRILO, CON Y SIN POLVO","SUMINISTRO","B98011505","NACATUR 2 ESPAÑA, S.L.","29/05/2020","100000","100000","0","4900","4900","0","0%"
"GUANTES DE NITRILO, CON Y SIN POLVO","SUMINISTRO","B98011505","NACATUR 2 ESPAÑA, S.L.","29/05/2020","50000","50000","0","2450","2450","0","0%"
"Adecuación instalaciones existentes","SERVICIO","F30569917","INSTALACIONES ELECTRICAS INDELEC,","29/05/2020","1506.62","1506.62","0","1507","1507","0","21%"
"Adecuación instalaciones existentes","SERVICIO","F30574586","MALCAPUR, SOC.SOOP.","29/05/2020","1808.95","1808.95","0","1809","1809","0","21%"
"BATAS DESECHABLES E IMPERMEABLES","SUMINISTRO","J73691651","ALTHEA MEDICA, S.C.","29/05/2020","3000","3000","0","20400","20400","0","0%"
"Termó/sensor reg.dat","SUMINISTRO","W0068620D","MASIMO EUROPE LTD SUCURSAL EN ESPAÑ","29/05/2020","20","20","0","199","199","0","0%"
"Adecuación instalaciones existentes","SUMINISTRO","***5465**","PEDRO GIMENEZ MARTINEZ","01/06/2020","1","1","0","424","424","0","21%"
"Fiad/acc. intubación","SUMINISTRO","A03142114","TELEFLEX MEDICAL, S.A.","01/06/2020","2","2","0","7","7","0","10%"
"Sondas urológicas","SUMINISTRO","A03142114","TELEFLEX MEDICAL, S.A.","01/06/2020","30","30","0","51","51","0","10%"
"Sondas urológicas","SUMINISTRO","A03142114","TELEFLEX MEDICAL, S.A.","01/06/2020","170","170","0","290","290","0","10%"
"Sondas urológicas","SUMINISTRO","A03142114","TELEFLEX MEDICAL, S.A.","01/06/2020","220","220","0","375","375","0","0%"
"Sondas urológicas","SUMINISTRO","A03142114","TELEFLEX MEDICAL, S.A.","01/06/2020","105","105","0","179","179","0","10%"
"Sondas urológicas","SUMINISTRO","A03142114","TELEFLEX MEDICAL, S.A.","01/06/2020","15","15","0","26","26","0","0%"
"KITS PCR DIAGNOSTICO COVID-19","SUMINISTRO","A58710740","PALEX MEDICAL, S.A.","01/06/2020","30","30","0","75000","75000","0","0%"
"Adecuación instalaciones existentes","SUMINISTRO","B30356166","CERRAJERIA ALONSO HERMANOS GOMEZ, S","01/06/2020","2","2","0","547","547","0","21%"
"Adecuación instalaciones existentes","SUMINISTRO","B30356166","CERRAJERIA ALONSO HERMANOS GOMEZ, S","01/06/2020","4","4","0","905","905","0","21%"
"Instalacion sanitaria y desague","SERVICIO","B30400360","FONTANERIA CASTELLO, S.L.","01/06/2020","484","484","0","484","484","0","21%"
"DESINFECTANTE SUPERFICIE","SUMINISTRO","B48910756","VESISMIN, S.L.","01/06/2020","6","6","0","572","572","0","21%"
"Toall/esp.desechable","SUMINISTRO","B48910756","VESISMIN, S.L.","01/06/2020","36000","36000","0","1638","1638","0","0%"
"Apósitos no activos","SUMINISTRO","B61787057","ALFASIGMA ESPAÑA, S.L.","01/06/2020","1780","1780","0","3270","3270","0","10%"
"Mascarilla O2/otras","SUMINISTRO","B82479387","LINDE MEDICA, S.L.U.","01/06/2020","3","3","0","135","135","0","0%"
"Inst.des.general","SUMINISTRO","B87513040","VYAIRE MEDICA, SLU.","01/06/2020","40","40","0","247","247","0","0%"
"CORTINA LAMAS VERTICAL","SUMINISTRO","E30090401","ANTONIO PALLARES PERIAGO Y OTROS, C","01/06/2020","7","7","0","52","52","0","21%"
"Percha pared","SUMINISTRO","E30090401","ANTONIO PALLARES PERIAGO Y OTROS, C","01/06/2020","100","100","0","53","53","0","21%"
"LIMPIEZA  EDIFICIOS ADMINISTRATIVOS","SERVICIO","B30132724","LIMCAMAR, S.L.","02/06/2020","4000","600.1599999999999","3399.84","4000","600","3400","21%"
"Auricular con micrófono","SUMINISTRO","B30441562","K INFORMATICA Y GESTION SL","02/06/2020","10","10","0","302","302","0","21%"
"Cán.traq.laring","SUMINISTRO","B83886176","SMITHS MEDICAL ESPAÑA, S.R.L.","02/06/2020","3","3","0","356","356","0","10%"
"BATAS DESECHABLES E IMPERMEABLES","SUMINISTRO","B86030723","MEDLINE INTERNATIONAL IBERIA S.L.","02/06/2020","1900","500","1400","1045","275","770","0%"
"BATAS DESECHABLES E IMPERMEABLES","SUMINISTRO","B86030723","MEDLINE INTERNATIONAL IBERIA S.L.","02/06/2020","144","144","0","425","425","0","0%"
"BATAS DESECHABLES E IMPERMEABLES","SUMINISTRO","B86030723","MEDLINE INTERNATIONAL IBERIA S.L.","02/06/2020","2808","2808","0","8284","8284","0","0%"
"BATAS DESECHABLES E IMPERMEABLES","SUMINISTRO","B86030723","MEDLINE INTERNATIONAL IBERIA S.L.","02/06/2020","1440","1440","0","3168","3168","0","0%"
"BATAS DESECHABLES E IMPERMEABLES","SUMINISTRO","B86030723","MEDLINE INTERNATIONAL IBERIA S.L.","02/06/2020","1584","1584","0","2930","2930","0","0%"
"MASCARILLAS (OTRAS)","SUMINISTRO","B86030723","MEDLINE INTERNATIONAL IBERIA S.L.","02/06/2020","1800","1800","0","450","450","0","0%"
"PIJAMAS","SUMINISTRO","B86030723","MEDLINE INTERNATIONAL IBERIA S.L.","02/06/2020","700","700","0","580","580","0","0%"
"PIJAMAS","SUMINISTRO","B86030723","MEDLINE INTERNATIONAL IBERIA S.L.","02/06/2020","1200","1200","0","995","995","0","0%"
"PIJAMAS","SUMINISTRO","B86030723","MEDLINE INTERNATIONAL IBERIA S.L.","02/06/2020","900","900","0","746","746","0","0%"
"Fiad/acc. intubación","SUMINISTRO","A03802451","MEDILEVEL, S.A.","03/06/2020","20","20","0","26","26","0","0%"
"Eq/acc. perfusión","SUMINISTRO","A08130502","FRESENIUS KABI ESPAÑA, S.A.","03/06/2020","600","600","0","672","672","0","0%"
"Fij/suj/acc.ventiltp","SUMINISTRO","A28063485","DRAGER MEDICAL HISPANIA, S.A.","03/06/2020","5","5","0","209","209","0","21%"
"Fiad/acc. intubación","SUMINISTRO","A28389484","MEDTRONIC IBERICA, S.A.","03/06/2020","60","60","0","171","171","0","0%"
"OTROS","SUMINISTRO","B11270097","BENITEZ PAUBLETE S.L.","03/06/2020","20000","20000","0","9196","9196","0","21%"
"CARRO DE CURAS","SUMINISTRO","B30243737","VIALTA, S.L.","03/06/2020","2","2","0","1888","1888","0","21%"
"CARRO LENCERIA","SUMINISTRO","B30243737","VIALTA, S.L.","03/06/2020","2","2","0","932","932","0","21%"
"CARROS DE MEDICAMENTOS","SUMINISTRO","B30243737","VIALTA, S.L.","03/06/2020","4","4","0","5948","5948","0","21%"
"LIMPIEZA EXTRAORD.COVID-19-MAR-ABR.","SERVICIO","B30365712","STV GESTIÓN, S.L.","03/06/2020","18151","12576.52","5574.48","18151","12577","5574","21%"
"ELECTROCARDIOGRAFO","SUMINISTRO","B46149555","DEXTRO MEDICA, S.L.","03/06/2020","3","3","0","9385","9385","0","0%"
"ALQUILER DE VEHICULOS","SERVICIO","B73166936","AMBULANCIAS MAR MENOR, S.L.","03/06/2020","1999.4","1999.4","0","1999","1999","0","0%"
"Inst.des.general","SUMINISTRO","B81040149","FIRMA AMBU, S.L.","03/06/2020","5","5","0","1200","1200","0","0%"
"Resucitador manual","SUMINISTRO","B81040149","FIRMA AMBU, S.L.","03/06/2020","60","60","0","510","510","0","0%"
"Conector/adaptador","SUMINISTRO","B82479387","LINDE MEDICA, S.L.U.","03/06/2020","4","4","0","0","0","0","0%"
"Mascarilla O2/otras","SUMINISTRO","B82479387","LINDE MEDICA, S.L.U.","03/06/2020","11","11","0","495","495","0","0%"
"Nebuliz./humidific.","SUMINISTRO","B82479387","LINDE MEDICA, S.L.U.","03/06/2020","60","60","0","62","62","0","21%"
"Tubos admón.O2","SUMINISTRO","B82479387","LINDE MEDICA, S.L.U.","03/06/2020","1820","1820","0","364","364","0","0%"
"OTROS","SUMINISTRO","J73691651","ALTHEA MEDICA, S.C.","03/06/2020","30000","30000","0","27120","27120","0","21%"
