Contract Number,Contractor                       Name,Short                                  Description,Full                                                       Description,Contract Status,Contract Type,Contract Entered,Contract                Expiration,Contract Amendments,Last                             Amendment,Original                                 Amount,Contract                                           Total,Managing                                                    Division
009533,"LAURELIN, IAN EVENSTAR",ON-CALL INNOVATIONS AND TECHNOLOGY SERVICES,ON-CALL INNOVATIONS AND TECHNOLOGY SERVICES,A,profsvcs,08/14/2019,06/30/2022,0,,"75,000.00","75,000.00",Innovation
009534,THE GLUE LLC,ON-CALL INNOVATIONS AND TECHNOLOGY SERVICES,ON-CALL INNOVATIONS AND TECHNOLOGY SERVICES,A,profsvcs,08/14/2019,06/30/2022,0,,"75,000.00","75,000.00",Innovation
009535,SELBERT PERKINS DESIGN INC,ON-CALL INNOVATIONS AND TECHNOLOGY SERVICES,ON-CALL INNOVATIONS AND TECHNOLOGY SERVICES,A,profsvcs,08/14/2019,06/30/2022,0,,"75,000.00","75,000.00",Innovation
009536,NEXT ART LLC,ON-CALL INNOVATIONS AND TECHNOLOGY SERVICES,ON-CALL INNOVATIONS AND TECHNOLOGY SERVICES,A,profsvcs,08/14/2019,06/30/2022,0,,"75,000.00","75,000.00",Innovation
009537,"BERKER, MEHMET IAN KUHNER",ON-CALL INNOVATIONS AND TECHNOLOGY SERVICES,ON-CALL INNOVATIONS AND TECHNOLOGY SERVICES,A,profsvcs,08/14/2019,06/30/2022,0,,"75,000.00","75,000.00",Innovation
009538,"LAMADRID, MARÍA DEL CARMEN",ON-CALL INNOVATIONS AND TECHNOLOGY SERVICES,ON-CALL INNOVATIONS AND TECHNOLOGY SERVICES,A,profsvcs,08/14/2019,06/30/2022,0,,"75,000.00","75,000.00",Innovation
009539,GOV BLOOM LLC,ON-CALL INNOVATIONS AND TECHNOLOGY SERVICES,ON-CALL INNOVATIONS AND TECHNOLOGY SERVICES,A,profsvcs,08/14/2019,06/30/2022,0,,"75,000.00","75,000.00",Innovation
009540,FUTURE FORM LLC,ON-CALL INNOVATIONS AND TECHNOLOGY SERVICES,ON-CALL INNOVATIONS AND TECHNOLOGY SERVICES,A,profsvcs,08/14/2019,06/30/2022,0,,"75,000.00","75,000.00",Innovation
009541,EDENSPIEKERMANN LA CORP,ON-CALL INNOVATIONS AND TECHNOLOGY SERVICES,ON-CALL INNOVATIONS AND TECHNOLOGY SERVICES,A,profsvcs,08/14/2019,06/30/2022,0,,"75,000.00","75,000.00",Innovation
009542,CITYFI LLC,ON-CALL INNOVATIONS AND TECHNOLOGY SERVICES,ON-CALL INNOVATIONS AND TECHNOLOGY SERVICES,A,profsvcs,08/14/2019,06/30/2022,0,,"75,000.00","75,000.00",Innovation
009543,BOUNDARY DIGITAL LLC,ON-CALL INNOVATIONS AND TECHNOLOGY SERVICES,ON-CALL INNOVATIONS AND TECHNOLOGY SERVICES,A,profsvcs,08/14/2019,06/30/2022,0,,"75,000.00","75,000.00",Innovation
009544,BLACK & VEATCH CORPORATION,ON-CALL INNOVATIONS AND TECHNOLOGY SERVICES,ON-CALL INNOVATIONS AND TECHNOLOGY SERVICES,A,profsvcs,08/14/2019,06/30/2022,0,,"75,000.00","75,000.00",Innovation
009545,3X3 DESIGN US LLC,ON-CALL INNOVATIONS AND TECHNOLOGY SERVICES,ON-CALL INNOVATIONS AND TECHNOLOGY SERVICES,A,profsvcs,08/14/2019,06/30/2022,0,,"75,000.00","75,000.00",Innovation
009546,UNCABARET,SPEAKER AT LESBIAN SPEAKER SERIES,Speaker at Lesbian Speaker Series,A,specevents,08/15/2019,06/30/2020,0,,"2,500.00","2,500.00",Social Services
009547,KIMLEY-HORN AND ASSOCIATES INC,ENGINEERING DESIGN SERVICES FIBER LOOP PROJECT,"Engineering services for Santa Monica/Sunset fiber loop project. Council approved $20,000 (10%) contingency also.",A,profsvcs,08/20/2019,06/30/2020,1,08/22/2019,"200,000.00","220,000.00",Engineering
009548,NATIONAL COUNCIL-JEWISH WOMEN,CO-SPONSORSHIP FOR LA ADVOCACY TRAINING PROJECT,Co-sponsorship of LA Advocacy training project .,A,grants,08/20/2019,06/30/2020,0,,"1,000.00","1,000.00",Strategic Initiatives
009549,AARP,SPONSORSHIP OF REGIONAL ROUNDTABLE EVENT,"Sponsorship of Regional Roundtable, in-kind support waiving facility use fee and providing parking validations.",A,grants,08/20/2019,12/31/2019,0,,0.00,0.00,Strategic Initiatives
009550,HARDY & HARPER INC,RESIDENTIAL STREET PAVING,"Residential street paving CIP 1806.  Contract amount is $943,820.  Contingency amount of 10% included in Council approval, $94,382.",A,pworks,08/20/2019,06/30/2020,0,,"943,820.00","943,820.00",Engineering
009551,B & J HBK INC,ON-CALL FIBER OPTIC DESIGN SERVICES,On-call fiber optic design services,A,profsvcs,08/20/2019,06/30/2022,0,,"50,000.00","50,000.00",Engineering
009552,ALL CITY MANAGEMENT SVCS INC,CROSSING GUARD FOR ELEMENTARY SCHOOLS,Crossing guards for West Hollywood and Rosewood Elementary schools for 2019-20 school years.,A,profsvcs,08/20/2019,06/30/2020,0,,"32,750.00","32,750.00",Social Services
009553,LA CO/DEVELOPMENT AUTHORITY,PROVIDE RENTAL ASSISTANCE,Provided rental assistance through continuum of care.,A,grants,08/21/2019,08/31/2020,0,,0.00,0.00,Strategic Initiatives
009554,"CEREZO, ALISON",TRAINING FOR HEALTH COLLABORATIVE PROGRAM,"Conduct trainings for LA County Lesbian and Bisexual Women's Health Collaborative Education Program. Compensation is $200. per class, not to exceed $2,500.",A,recreation,08/21/2019,06/30/2021,0,,"2,500.00","2,500.00",Strategic Initiatives
009555,"EMETU, ROBERTA",INSTRUCTOR TRAINING FOR WOMENS HEALTH COLLABORATIVE PROGRAM,"Trainings for Los Angeles County Lesbian and Bisexual Women's Health Collaborative Education Program.  Compensation is $200. per class, not to exceed $2,000.",A,recreation,08/21/2019,06/30/2021,0,,"2,000.00","2,000.00",Strategic Initiatives
009556,LA CO/FIRE DEPARTMENT,FIRE DEPT AND EMT SERVICES FOR CICLAVIA 2019,"Augmented Fire prevention and EMT services during CicLAVia special event Aug. 18, 2019.",A,m-mou,08/26/2019,08/19/2019,0,,"44,226.00","44,226.00",Sheriff/Protective Services
009557,EVERBRIDGE INC,EMERGENCY NOTIFICATION SYSTEM NIXLE 360,"For emergency notification software system Nixle 360, three year agreement",A,profsvcs,08/26/2019,08/14/2022,0,,"24,930.00","24,930.00",Public Safety Administration
009558,BARRY ANINAG INVESTIGATIONS,PROFESSIONAL INVESTIGATIVE SERVICES,Professional investigative services.,A,profsvcs,08/27/2019,06/30/2021,0,,"50,000.00","50,000.00",Human Resources
009559,"SWEET, PATRICIA",DJ FOR CITY EVENT,Performer agreement for DJ for LGAB Anniversary celebration.,A,specevents,08/27/2019,10/01/2019,0,,500.00,500.00,Strategic Initiatives
009560,PIXSTER PHOTOBOOTH LLC,PHOTO BOOTH FOR LGAB MEETING CELEBRATION,Photo booth the LBAG anniversary celebration meeting.,A,specevents,08/27/2019,06/30/2020,0,,695.00,695.00,Strategic Initiatives
009561,"BERGER, KERIN",INSTRUCTOR FOR HEALTH COLLABORATIVE,"Instructor for LA County Lesbian & Bisexual Women's Health Collaborative Education program.  Compensation is $200. per class not to exceed $1,000. annually, contract not to exceed $2,000.",A,recreation,08/30/2019,06/30/2021,0,,"2,000.00","2,000.00",Strategic Initiatives
009562,GENOA GROUP LLC,UPDATE BUS PASS PROGRAM,Update bus pass subsidy program database.,A,profsvcs,09/04/2019,12/31/2019,0,,750.00,750.00,Social Services
009563,MUNICIPAL RESOURCE GROUP LLC,ORGANIZATIONAL SUPPORT AND CONFLICT RESOLUTION,"Organizational support and teambuilding, conflict resolution as needed.",A,profsvcs,09/10/2019,06/30/2020,0,,"25,000.00","25,000.00",Assistant City Manager
009564,GOLD IMAGE PRINTING INC,MAINTENANCE TO SIGNAL BOX ARTWORK,Provide maintenance to signal box promotional artwork Citywide.,A,profsvcs,09/10/2019,06/30/2021,0,,"1,700.00","1,700.00",Social Services
009565,UNIFIED COMMAND LLC,TEMPORARY CAMERA NETWORK FOR HALLOWEEN COMMAND POST,Temporary camera network infrastructure for the United Command Post for Halloween 2019.,A,profsvcs,09/10/2019,11/15/2019,0,,"24,989.00","24,989.00",Sheriff/Protective Services
009566,"FARAGHER, JOSEPH",PRODUCE DRAG QUEEN LIBRARY STORY HOUR,Produce Drag Queen library story hour 6 times per year.,A,profsvcs,09/10/2019,12/31/2020,0,,"2,500.00","2,500.00",Arts
009567,"LAVACCARE, SUSAN M",TRAININGS FOR WOMEN'S HEALTH COLLABORATIVE,Conduct trainings for Lesbian and Bisexual Women's Health Collaborative  Education Program. Compensation is $200. per training.,A,profsvcs,09/10/2019,06/30/2021,0,,"2,000.00","2,000.00",Strategic Initiatives
009568,CALIFORNIA INST OF THE ARTS,PROVIDE  LECTURES FOR WHAP! ART SERIES,Provide public lectures for West Hollywood Aesthetics and Politics series.,A,grants,09/11/2019,06/30/2020,0,,"10,000.00","10,000.00",Arts
009569,"SCHILLER, DAWN",INSTRUCTOR FOR HUMAN TRAFICKING TRAINING,"Instructor for Human Trafficking training for businesses, law enforcement and fire department.",A,profsvcs,09/18/2019,06/30/2020,0,,"5,500.00","5,500.00",Public Safety Administration
009570,AMERICAN INSTITUTE OF,BISEXUALITY PRIDE AND AWARENESS EVENT,Co-sponsorship agreement for pride and awareness bisexuality event.,A,grants,09/18/2019,06/30/2020,0,,"3,500.00","3,500.00",Strategic Initiatives
009571,ALLIANCE FOR HOUSING & HEALING,"HIV/AIDS SUPPORT, TENANT RELOCATION AND ASSISTANCE SUPPORT","Support for people living with HIV/AIDS, and senior rental assistance, tenant relocation and assistance support.",A,grants,09/23/2019,09/30/2020,0,,"205,000.00","205,000.00",Social Services
009572,KOA CORPORATION,DESIGN TRAFFIC SIGNAL FOUNTAIN & POINTSETTIA PL,"Design traffic signal and traffic calming devices for Fountain and Poinsettia Place intersection, conduct public outreach.",A,profsvcs,09/24/2019,06/30/2020,1,09/25/2019,"85,725.00","94,298.00",Engineering
009573,FAIRBANK MASLIN MAULLIN METZ,CONDUCT POLLING ON METRO RAIL AND SALES TAX MEASURE,Conduct polling on Metro rail extension and potential local sales tax ballot measure.,A,profsvcs,09/24/2019,12/31/2020,0,,"87,100.00","87,100.00",Community & Legislative Affairs
009574,SKIDATA INC,PARKING ACCESS REV CONTROL SYS UPGRADES,Upgrades to software and hardware to Parking Access Revenue Control System (PARCS) including new credit card EMV and NFC readers for Aquatic Center Garage.,A,profsvcs,09/24/2019,06/30/2024,0,,"223,707.00","223,707.00",Parking
009576,CHRISP COMPANY,BIKE SIGNAGE IMPROVEMENTS CITYWIDE,For improvements to bike signage Citywide. Council approval includes change orders not to exceed 15%.,A,pworks,09/24/2019,06/30/2020,1,09/25/2019,"60,050.00","69,058.00",Engineering
009577,HOUSING WORKS,HOUSING RETENTION SUPPORT SERVICES,Mobile integrated services team for housing retention support.,A,grants,09/24/2019,09/30/2020,0,,"131,190.00","131,190.00",Social Services
009578,DISABILITY COMMUNITY RESOURCE,SOCIAL SERVICES GRANT FOR INDEPENDENT LIVING PROGRAM,Social services grant for independent living program.,A,grants,09/24/2019,09/30/2020,0,,"61,480.00","61,480.00",Social Services
009579,BET TZEDEK LEGAL SERVICES,PROVIDES LEGAL SERVICES,Provides array of legal services.,A,grants,09/24/2019,09/30/2020,0,,"147,238.00","147,238.00",Social Services
009580,APLA HEALTH & WELLNESS,PROVIDES ARRAY OF HEALTH AND WELLNESS SERVICES,"Provides integrated service delivery model including public benefits counseling, behavioral helath, homeless outreach/havigation, services to older adults living with HIV.",A,grants,09/24/2019,09/30/2020,0,,"253,148.00","253,148.00",Social Services
009581,BEING ALIVE,MENTAL HEALTH AND WELLNESS SERVICES,"Provides integrated care for people living with HIV including mental health and wellness programs, barrier reduction, prevention education.",A,grants,09/24/2019,09/30/2020,0,,"120,568.00","120,568.00",Social Services
009582,JFS OF LOS ANGELES,COMPREHENSIVE SENIOR SERVICES CENTER,Comprehensive services center,A,grants,09/24/2019,09/30/2020,0,,"1,018,853.00","1,018,853.00",Social Services
009583,JFS OF LOS ANGELES,"UTRITION PROGRAM FOR SENIOR, DISABLED AND LOW INCOME.","Social services grant for nutrition program for senior, disabled and low income residents.",A,grants,09/24/2019,09/30/2020,0,,"423,573.00","423,573.00",Social Services
009584,LOS ANGELES LGBT CENTER,MENTAL HEALTH SERVICES,Social services grant for mental health services.,A,grants,09/25/2019,09/30/2020,0,,"158,844.00","158,844.00",Social Services
009585,LOS ANGELES LGBT CENTER,SENIOR SERVICES AGING IN PLACE SUPPORT,Outreach and assistance to eligible seniors for comprehensive aging in place support.,A,grants,09/25/2019,09/30/2020,0,,"70,000.00","70,000.00",Social Services
009586,LOS ANGELES LGBT CENTER,GRANT FOR SEXUAL HEALTH PROGRAMS,"Grant for risk reduction counseling, HIV testing, STD prevention sexual health programs.",A,grants,09/25/2019,09/30/2020,0,,"236,520.00","236,520.00",Social Services
009587,LOS ANGELES LGBT CENTER,SOCIAL SERVICES FOR TRANS EMPOWERMENT PROGRAM,Social Services grant for transgender economic empowerment program.,A,grants,09/25/2019,09/30/2020,0,,"102,191.00","102,191.00",Social Services
009588,JVS SOCAL,JOB PLACEMENT AND TRAINING THRU WEHO WORKS PROGRAM,Social Services grant for job training and placement through Weho Works program.,A,grants,09/25/2019,09/30/2020,0,,"152,529.00","152,529.00",Social Services
009589,JFS OF LOS ANGELES,SOCIAL SERVICES GRANT FOR SOVA FOOD PROGRAM,Social services grant for SOVA food resource program.,A,grants,09/25/2019,09/30/2020,0,,"99,760.00","99,760.00",Social Services
009590,PAWS/LA,GRANT FOR COMPREHENSIVE ANIMAL CARE ASSISTANCE,Comprehensive animal care assistance.,A,grants,09/25/2019,09/30/2020,0,,"59,284.00","59,284.00",Social Services
009591,PATHWAYS,SOCIAL SERVICES GRANT FOR PRESCHOOL,Social Services grant for West Hollywood preschool.,A,grants,09/25/2019,09/30/2020,0,,"107,078.00","107,078.00",Social Services
009592,NATIONAL COUNCIL-JEWISH WOMEN,SOCIAL SERVICES GRANT FOR RENTAL ASSISTANCE,Social services grant for rental assistance.,A,grants,09/25/2019,09/30/2020,0,,"94,824.00","94,824.00",Social Services
009593,MEN'S HEALTH FOUNDATION,HIV PREVENTION SERVICES,HIV prevention services including PEP and PREP red carpet.,A,grants,09/26/2019,09/30/2020,0,,"83,484.00","83,484.00",Social Services
009594,MCINTYRE HOUSE,RESIDENTIAL SUBSTANCE ABUSE RECOVERY PROGRAM,Social services grant for residential substance abuse recovery program,A,grants,09/26/2019,09/30/2020,0,,"78,659.00","78,659.00",Social Services
009595,LOS ANGELES LGBT CENTER,HOMELESS YOUTH PROGRAM,Grant for homess youth services.,A,grants,09/26/2019,09/30/2020,0,,"139,578.00","139,578.00",Social Services
009596,LOS ANGELES LGBT CENTER,WEHO LIFE PROGRAM HIV/STD PREVENTION PROGRAM,"For HIV and STD preventionn programs, Weho Life condom distribution.",A,grants,09/26/2019,09/30/2020,0,,"48,623.00","48,623.00",Social Services
009597,TRANSCANWORK INC,SOCIAL SERVICES GRANT FOR TRANSGENDER CAREER SERVICES,Social services grant for transgender career services.,A,grants,09/26/2019,09/30/2020,0,,"52,493.00","52,493.00",Social Services
009598,"TARZANA TREATMENT CENTERS, INC",TREATMENT SERVICES - POOL FUNDS,"Social services grant fortreatment services, pool of funds.",A,grants,09/26/2019,09/30/2020,0,,"135,050.00","135,050.00",Social Services
009599,"TARZANA TREATMENT CENTERS, INC",RESIDENTIAL SUBSTANCE ABUSE TREATMENT SERVICES,Residential substance abuse treatment services,A,grants,09/26/2019,09/30/2020,0,,"89,837.00","89,837.00",Social Services
009600,STEP UP ON SECOND ST INC,MENTAL AND PHYSICAL HEALTH SERVICES TO HOMELESS,"Social services grant for comprehensive homeless mental and physcal health services, including WeHo MIT.",A,grants,09/26/2019,09/30/2020,0,,"373,966.00","373,966.00",Social Services
009601,THE PROTESTANT EPISCOPAL,SOCIAL SERVICES GRANT FOR NUTRITION PROGRAM,Social services grant for nutrition education and fresh produce distribution program.,A,grants,09/26/2019,09/30/2020,0,,"62,000.00","62,000.00",Social Services
009602,SABAN COMMUNITY CLINIC,SOCIAL SERVICES GRANT FOR HEALTHCARE,Social services grant for healthcare.,A,grants,09/26/2019,09/30/2020,0,,"199,636.00","199,636.00",Social Services
009603,ASCENCIA,HOMELESS OUTREACH AND SUPPORTIVE SERVICES,"Social services grant for homeless outreach, shelter and supportive services.",A,grants,09/27/2019,09/30/2020,0,,"314,542.00","314,542.00",Social Services
009604,THE TRANSLATIN@ COALITION,TRANSITIONAL SUPPORTIVE HOUSING,Social services grant for transitional supportive housing.,A,grants,09/27/2019,09/30/2020,0,,"76,688.00","76,688.00",Social Services
009605,AWAKENING RECOVERY INC,PROVIDE LONG TERM STRUCTURED RECOVERY HOME,Provide long term structured recovery home.,A,grants,09/27/2019,09/30/2020,0,,"135,050.00","135,050.00",Social Services
009606,AWAKENING RECOVERY INC,PROVIDE RECOVERY OUTREACH.,Provide recovery outreach.,A,grants,09/27/2019,09/30/2020,0,,"7,500.00","7,500.00",Social Services
009607,FRIENDS RESEARCH INSTITUTE INC,PROVIDE HIV/AIDS EDUCATION AND OUTREACH,Provide HIV/AIDS prevention and education through street outreach.,A,grants,09/27/2019,09/30/2020,0,,"155,000.00","155,000.00",Social Services
009608,FRIENDS RESEARCH INSTITUTE INC,PROVIDE OUTPATIENT METH ABUSE TREATMENT,"Provide outpatient meth abuse treatment, interventions and management.",A,grants,09/27/2019,09/30/2020,0,,"147,200.00","147,200.00",Social Services
009609,JQ INTERNATIONAL INC,LGBTQ AND FAMILY SUPPORT SERVICES,"Provide inclusive support for LGBTQ people, families and allies.",A,grants,09/27/2019,09/30/2020,0,,"14,500.00","14,500.00",Social Services
009610,PLANNED PARENTHOOD LOS ANGELES,REPRODUCTIVE AND SEXUAL HEALTH SERVICES,Provide reproductive and sexual health care services.,A,grants,09/27/2019,09/30/2020,0,,"85,973.00","85,973.00",Social Services
009611,PROJECT ANGEL FOOD,PROVIDE HOME DELIVERED MEALS TO CRITICALLY AND CHRONICALLY ILL,Provide home delivered meals to critically and chronically ill patients.,A,grants,09/27/2019,09/30/2020,0,,"88,950.00","88,950.00",Social Services
009612,ST. THOMAS- APOSTLE EPISCOPAL,PROVIDE MEALS AND SOCIAL SERVICE OUTREACH,Provide twice monthly breakfast and social services outreach.,A,grants,09/27/2019,09/30/2020,0,,"10,612.00","10,612.00",Social Services
009613,CANVA PTY LIMITED,DESIGN PROGRAM SUBSCRIPTION,Annual design program subscription service.,A,profsvcs,09/27/2019,10/16/2020,0,,"7,200.00","7,200.00",Media & Marketing
009614,"BLAZEK, MELISSA L",WRITING AND COPY EDITING SERVICES,Provide writing and copyediting services.,A,profsvcs,09/27/2019,06/30/2022,0,,"75,000.00","75,000.00",Media & Marketing
009615,BANK OF NEW YORK MELLON,ARBITRAGE CALCULATIONS FOR 2009A AND 2009B LEASE REVENUE BONDS,"Arbitrage calculations for 2009A and 2009B lease Revenue Bonds.  Cost is $3,250 for each.",A,profsvcs,09/27/2019,06/30/2020,0,,"6,500.00","6,500.00",General Accounting
009616,CALIFORNIA MENS GATHERINGS INC,ARTS COMMUNITY GRANT FOR SHORT FILM FESTIVAL,Arts Community Grant for Short Film Festival.,A,grants,09/30/2019,12/31/2019,0,,"1,000.00","1,000.00",Arts
009617,SSE HOLDINGS LLC,TEMPORARY USE AGMT FOR HALLOWEEN PARKING,MOU for temporary use permit for parking spaces during Halloween Carnaval at 8520 Santa Monica Blvd.,A,m-mou,09/30/2019,11/01/2019,0,,0.00,0.00,Event & Film Services
009618,CBRE INC,MOU FOR TEMPORARY USE AGMT PARKING SPACES,MOU temporary use agreement for parking lot at 8969 Santa Monica Blvd. during Halloween Carnaval.,A,m-mou,09/30/2019,11/01/2019,0,,0.00,0.00,Event & Film Services
009619,"SCIARRILLO, NICOLE",INSTRUCTOR FOR AQUATICS CLASS,"Instructor for synchronized swimming class.  Compensation to instructor is 70% of registration fees, 30% to City.",A,recreation,09/30/2019,06/30/2021,0,,"20,000.00","20,000.00",Recreation Services
009620,"MC CANN, RYAN",DESIGN AND INSTALLATION OF OUTDOOR ARTWORK,Design and installation of digital artwork printed on vinyl for installation on construction fences on Sunset Blvd. and Robertson Blvd.,A,profsvcs,10/01/2019,06/30/2021,0,,"7,500.00","7,500.00",Arts
