"Obj";"Organo";"Procedimiento de adjudicación";"Tipo de contrato";"Importe de licitación";"Importe de adjudicación";"Instrumento de publicación";"Número de licitadores";"Identidad del adjudicatario";"Ejercicio";"Código Expediente";"M"
"ENFRIADORA NEFROLOGÍA DEL HOP";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"23.856,06";"";"";"DAIKIN AC SPAIN S.A.";"2017";"";"CONTRATO MENOR"
"INVERSIONES 2017, APARATOS MÉDICO ASISTENCIALES A.";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"17.873,57";"";"";"IBOR ORTOPEDIA Y MEDICINA S.L.";"2017";"";"CONTRATO MENOR"
"ENFRIADORA PSICOGERIATRÍA CRP";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"29.953,17";"";"";"ANFERVAL MANTENIMIENTOS, S.L.";"2017";"";"CONTRATO MENOR"
"CAMA PARTOS GINECOLOGÍA HOP";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"20.570,00";"";"";"NORMEDAN S.L.";"2017";"";"CONTRATO MENOR"
"ENFRIADORA REHABILITACIÓN HSJ";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"38.931,22";"";"";"ANFERVAL MANTENIMIENTOS, S.L.";"2017";"";"CONTRATO MENOR"
"SERVICIO DE HEMODIÁLISIS DOMICILIARIA";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"5.940,00";"";"";"PALEX MEDICAL, S.A.";"2017";"";"CONTRATO MENOR"
"MOBILIARIO MÉDICOS ASISTENCIAL AP INVERSIONES 2017";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"5.239,72";"";"";"SALVADOR NAVARRO S.L.";"2017";"";"CONTRATO MENOR"
"CABECEROS VARIOS EXPT C.M. 55/HOP/2017";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"9.694,09";"";"";"ARAIZ SUMINISTROS ELECTRICOS S.A.";"2017";"";"CONTRATO MENOR"
"REDACCIÓN PROYECTO INSTALACIÓN FONTANERÍA";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"5.868,50";"";"";"NAVARRETE INGENIEROS PROYECTOS";"2017";"";"CONTRATO MENOR"
"MICROSCOPIO ESPECULAR OFTALMOLOGIA";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"19.051,45";"";"";"TOPCON ESPAÑA S.A.";"2017";"";"CONTRATO MENOR"
"EXPT CM 56/HOP/17 APARATO OTOEMISIONES";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"5.106,20";"";"";"PRIM S.A.";"2017";"";"CONTRATO MENOR"
"C.M. 72/HOP/2017 INVERSIONES OBRAS";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"22.953,70";"";"";"ALCORA SALUD AMBIENTAL SA";"2017";"";"CONTRATO MENOR"
"MOBILIARIO MÉDICOS ASISTENCIAL AP INVERSIONES 2017";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"5.239,72";"";"";"DESPLAYTE SL";"2017";"";"CONTRATO MENOR"
"MOBILIARIO MÉDICOS ASISTENCIAL AP INVERSIONES 2017";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"5.239,72";"";"";"VIALTA, S.L.";"2017";"";"CONTRATO MENOR"
"MOBILIARIO MÉDICOS ASISTENCIAL AP INVERSIONES 2017";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"5.239,72";"";"";"PILCHER PEREZ RICARDO ERIC";"2017";"";"CONTRATO MENOR"
"DOS DESFIBRILADORES PHYSIO CONTROL LIFEPAK 20E";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"13.399,54";"";"";"PHYSIO-CONTROL SPAIN SALES SRL";"2017";"";"CONTRATO MENOR"
"C.M. 60/AP/17 INVERSIONES - OBRAS";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"44.830,50";"";"";"ATYCO CONSTRUCTION MANAGEMENT, SLL";"2017";"";"CONTRATO MENOR"
"ELECTROBISTURÍ";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"21.780,00";"";"";"SISTEMAS INTEGRALES DE LA MEDICINA";"2017";"";"CONTRATO MENOR"
"C.M. 63/HOP/17 INVERSIONES OBRAS";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"47.939,96";"";"";"ANFERVAL MANTENIMIENTOS, S.L.";"2017";"";"CONTRATO MENOR"
"3 GRUAS, EXPT. CM. 34/HOP/17";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"14.698,20";"";"";"IBOR ORTOPEDIA Y MEDICINA S.L.";"2017";"";"CONTRATO MENOR"
"C.M. 62/HOP/17 INVERSIONES - OBRAS";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"28.748,89";"";"";"COMON, SL";"2017";"";"CONTRATO MENOR"
"TERMINAL DE HABITACIÓN PARA COMUNICACIÓN";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"13.999,82";"";"";"GOTOR COMUNICACIONES S.A.";"2017";"";"CONTRATO MENOR"
"CAMA HILL ROM MOD. PROGRESSA PULMONARY RESPIRATORY";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"20.517,97";"";"";"NORMEDAN S.L.";"2017";"";"CONTRATO MENOR"
"C.M. 67/HOP/2017 INVERSIONES OBRAS";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"13.168,43";"";"";"TALLERES RAPIDOS TERUEL SL";"2017";"";"CONTRATO MENOR"
"C.M. 64/HOP/17 INVERSIONES - OBRAS";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"17.151,12";"";"";"ESTEBAN RIPOLL S.L.U.";"2017";"";"CONTRATO MENOR"
"CABINA DE SEGURIDAD BIOLÓGICA Y CITOSTÁTICOS";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"16.648,39";"";"";"AZBIL TELSTAR TECHNOLOGIES S.L.";"2017";"";"CONTRATO MENOR"
"DOS UNIDADES AIRE ACONDICIONADO CARDIOLOGÍA HOP";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"8.460,32";"";"";"REFRIGERACION TERUEL S.L.";"2017";"";"CONTRATO MENOR"
"MESA CENTRO HISTOLÓGICO MODULAR DE INCLUSIÓN";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"11.935,44";"";"";"CASA ALVAREZ MATERIAL CIENTIFICO SA";"2017";"";"CONTRATO MENOR"
"9 CAMAS PACIENTE.-INVERSIONES 2017";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"21.000,28";"";"";"INDUSTRIAS HIDRAULICAS PARDO SL";"2017";"";"CONTRATO MENOR"
"SISTEMA REGULACION DIGITAL SISTEMA DE LA CALEFACCI";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"6.615,68";"";"";"TRANSFORMACIONES GAS TERUEL S.L.";"2017";"";"CONTRATO MENOR"
"SUM. DE SONDA ECOGRAFIA INTRAOPERATORIA EN FORMA D";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"11.543,40";"";"";"GRUPO TAPER S.A.";"2017";"";"CONTRATO MENOR"
"SIMINISTRO DE UN ARTROMOTOR DE RODILLA Y CADERA TR";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"5.445,00";"";"";"DJO IBERICA PRODUCTOS ORTOPEDICOS S";"2017";"";"CONTRATO MENOR"
"SUMINISTRO DE 11 SILLONES TRASLADO PACIENTES PARA";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"7.653,25";"";"";"CESARAUGUSTA MEDICAL S.L.";"2017";"";"CONTRATO MENOR"
"SUMINISTRO DE FIBROSCOPIO INTUBACION PARA UCI HNSG";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"6.501,33";"";"";"OLYMPUS IBERIA, S.A.U.";"2017";"";"CONTRATO MENOR"
"SUMINISTRO EQUIPO DIAGNOSTICO VASCULAR PIE DIABÉTI";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"4.476,00";"";"";"QUERMED S.A.";"2017";"";"CONTRATO MENOR"
"Sº MANTENIMIENTO EQUIPOS ESTERILIZACIÓN BAJA Tº HR";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"9.680,12";"";"";"JOHNSON & JOHNSON S.A.";"2017";"";"CONTRATO MENOR"
"SERVICIO VIGILANCIA Y SEGURIDAD PARA EL HNSG";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"20.128,79";"";"";"PROSEGUR SOLUCIONES INTEGRALES DE";"2017";"";"CONTRATO MENOR"
"SERVICIO VIGILANCIA Y SEGURIDAD HRV";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"16.652,03";"";"";"EULEN SEGURIDAD S.A.";"2017";"";"CONTRATO MENOR"
"SERVICIO VIGILANCIA DISCONTINUA EXCLUSIVA SECTOR I";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"3.926,50";"";"";"PROSEGUR SOLUCIONES INTEGRALES DE";"2017";"";"CONTRATO MENOR"
"SUMINISTRO DE SILLAS OPERATIVAS PARA ATENCION PRIM";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"2.693,46";"";"";"BALLAROL OFICINAS S.L.L.";"2017";"";"CONTRATO MENOR"
"SUMINISTRO SOPORTES PALANGANAS BAÑO HRV";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"6.915,15";"";"";"MEDICA 4, S.L.";"2017";"";"CONTRATO MENOR"
"SUMINISTRO SILLAS RUEDAS PACIENTES HRV";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"2.310,00";"";"";"MEDICA 4, S.L.";"2017";"";"CONTRATO MENOR"
"SERVICIO RESONANCIAS MAGNETICAS MOVIL SECTOR I";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"4.147,00";"";"";"ALLIANCE MEDICAL DIAGNOSTICOS SL";"2017";"";"CONTRATO MENOR"
"SERVICIO DE VIGILANCIA DISCONT.EXCLUSIVA SECTOR I";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"3.926,50";"";"";"PROSEGUR SOLUCIONES INTEGRALES DE";"2017";"";"CONTRATO MENOR"
"SERVICIO DE VIGILANCIA DISCONTINUA "EXCLUSIVA EN C";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"6.188,60";"";"";"PROSEGUR SOLUCIONES INTEGRALES DE";"2017";"";"CONTRATO MENOR"
"SUMINISTRO DE 3 MALETAS DENTALES PORTÁTILES AP SEC";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"3.699,70";"";"";"TEDEGAL SUMINISTROS DENTALES SLA";"2017";"";"CONTRATO MENOR"
"SUMINISTRO DE UN CARRO ELEVADOR ELÉCTRICO HNSG";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"6.316,20";"";"";"ANTONIO MATACHANA S.A.";"2017";"";"CONTRATO MENOR"
"SUMINISTRO CAMILLA-SILLON PARA OPERACIONES DE QUIR";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"6.455,00";"";"";"ESTABLECIMIENTOS SUMISAN SA";"2017";"";"CONTRATO MENOR"
"SUMINISTRO DE UN DESCONGLADOR DE PLASMA LABORATORI";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"6.655,00";"";"";"SARSTEDT S.A.U.";"2017";"";"CONTRATO MENOR"
"SUMINISTRO DE UN VIDEOCISTOURETROSCOPIO QUIROFANO";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"6.796,99";"";"";"KARL STORZ ENDOSCOPIA IBERICA S.A.";"2017";"";"CONTRATO MENOR"
"TRANSDUCTOR BI-PLANO MINDRAY CB10-AP PARA ECÓGRAFO";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"5.566,00";"";"";"IBOR ORTOPEDIA Y MEDICINA S.L.";"2017";"";"CONTRATO MENOR"
"SUMINISTRO DE 4 SILLONES PARA TRATAMIENTO HRV";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"8.681,24";"";"";"GALMEDICA S.L.";"2017";"";"CONTRATO MENOR"
"2 OFTALMOSCOPIOS INALÁMBRICOS";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"4.356,00";"";"";"AJL OPHTHALMIC, S.A.";"2017";"";"CONTRATO MENOR"
"1 SLING HORIZ.,5 ARNESES CEFÁLICOS Y GRÚA BIPEDEST";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"4.991,25";"";"";"MEDICA 4, S.L.";"2017";"";"CONTRATO MENOR"
"SUMINISTRO DE UN DESFIBRILADOR BIFASICO PARA EL HR";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"6.236,00";"";"";"TAPER SERVICIO TECNICO SLU";"2017";"";"CONTRATO MENOR"
"MONITOR DE CONSTANTES";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"4.791,60";"";"";"APLICACIONES ELECTRONICAS EUROPA S.";"2017";"";"CONTRATO MENOR"
"VIDEOURETERORRENOSCOPIO FLEXIBLE";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"11.979,00";"";"";"KARL STORZ ENDOSCOPIA IBERICA S.A.";"2017";"";"CONTRATO MENOR"
"ECÓGRAFO PORTÁTIL";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"21.755,80";"";"";"FUJIFILM SONOSITE IBERICA S.L.";"2017";"";"CONTRATO MENOR"
"SUMINISTRO DE EMBOQUES PARA AGUJAS Y BROCAS QUIROF";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"4.477,76";"";"";"STRYKER IBERIA SL";"2017";"";"CONTRATO MENOR"
"SUMINISTRO DE UN MICROSCOPIO OTOLOGICO CEX DE ORL";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"10.200,30";"";"";"CARL ZEISS MEDITEC IBERIA S.A.";"2017";"";"CONTRATO MENOR"
"ARMARIOS DISPENSACIÓN DE MEDICACIÓN";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"5.566,00";"";"";"NORMEDAN S.L.";"2017";"";"CONTRATO MENOR"
"MOTOR CIRUGÍA O.R.L.";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"19.904,50";"";"";"BESTMEDIC SL";"2017";"";"CONTRATO MENOR"
"SUMINISTRO DE DIVERSOS COLCHONES PARA EL H.N.S.G.";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"5.384,50";"";"";"ESTABLECIMIENTOS SUMISAN SA";"2017";"";"CONTRATO MENOR"
"CAMILLAS CON RUEDAS ARTICULADAS E HIDRÁULICAS PARA";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"6.400,90";"";"";"EL CORTE INGLES S.A.";"2017";"";"CONTRATO MENOR"
"CENTRÍFUGA DE SOBREMESA GIROZEN 416";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"3.919,19";"";"";"JAVIER SOLANAS LABOARAGON SL";"2017";"";"CONTRATO MENOR"
"SUMINISTRO DE UN EQUIPO DE CLIMATIZACION C.S. ZUER";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"13.941,46";"";"";"AMBITEC S.A.U";"2017";"";"CONTRATO MENOR"
"SUMINIST. MAMPARAS Y PANTALLAS PARA DIVERSOS SERVI";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"4.806,12";"";"";"SILENTIA SPAIN, S.L. ORTOJAG, S.L.";"2017";"";"CONTRATO MENOR"
"SUMINISTRO DE UN ECOGRÁFO VESICAL PORTÁTIL GERIATR";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"9.510,30";"";"";"VERATHON MEDICAL EUROPE B. V.";"2017";"";"CONTRATO MENOR"
"SUMINISTRO DE 2 CALDERAS MURALES GAS PROPANO C.S.";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"5.126,04";"";"";"GESTE INNOVACION, S.L.L.";"2017";"";"CONTRATO MENOR"
"FIBROSCOPIO PARA O.R.L.";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"3.604,35";"";"";"OLYMPUS IBERIA, S.A.U.";"2017";"";"CONTRATO MENOR"
"SUMINISTRO DE DIVERSO MATERIAL PARA EL H.N.S.G.";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"9.643,70";"";"";"OPTOMIC ESPAÑA S.A.";"2017";"";"CONTRATO MENOR"
"SUMINISTRO DE UN CARRO DE ALMACENAMIENTO-BANDEJAS";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"8.287,29";"";"";"TELLSA S.L.";"2017";"";"CONTRATO MENOR"
"SUMINISTRO DE 15 IMPRESORAS B/N FORMATO A4 SECTOR";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"5.989,50";"";"";"INFORMATICA Y SISTEMAS DE COPIADO S";"2017";"";"CONTRATO MENOR"
"LAVACACEROLAS";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"7.988,11";"";"";"FAGOR INDUSTRIAL, S. COOP. LTDA.";"2017";"";"CONTRATO MENOR"
"SUMI.INTERFAZ GRÁFICO IMAGENES MAMOGRAFICAS RADIOD";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"18.150,00";"";"";"SIEMENS HEALTHCARE, S.L.";"2017";"";"CONTRATO MENOR"
"DOS PORTASUEROS ELÉCTRICOS";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"5.904,80";"";"";"IBOR ORTOPEDIA Y MEDICINA S.L.";"2017";"";"CONTRATO MENOR"
"SILLAS OPERATIVAS HRV";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"3.408,57";"";"";"BALLAROL OFICINAS S.L.L.";"2017";"";"CONTRATO MENOR"
"SUMINISTRO DE DIVERSO MATERIAL PARA EL H.N.S.G.";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"3.088,99";"";"";"TORRES EQUIPAMIENTOS DE OFICINAS";"2017";"";"CONTRATO MENOR"
"SUMINISTRO DE 17 OFTALMOSCOPIOS PARA ATENCION PRIM";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"8.814,25";"";"";"SALVADOR NAVARRO S.L.";"2017";"";"CONTRATO MENOR"
"GRABADORA HOLTER 12 CANALES";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"5.380,55";"";"";"SANROSAN S.A.";"2017";"";"CONTRATO MENOR"
"6 COLCHONES ANTIESCARAS";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"6.098,40";"";"";"ESTABLECIMIENTOS SUMISAN SA";"2017";"";"CONTRATO MENOR"
"SUMINISTRO DE DOS VEHICULO PARA ATENCION PRIMARIA";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"21.078,74";"";"";"PIRENAUTO S.L.";"2017";"";"CONTRATO MENOR"
"AMPLIACIÓN INSTALACIÓN FANCOILS EN CONSULTAS DE HN";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"19.994,37";"";"";"AMBITEC S.A.U";"2017";"";"CONTRATO MENOR"
"SUM. LAVADORA CISTOSCOPIO FLEXIBLE+ADAPTADOR UROLO";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"12.701,37";"";"";"OLYMPUS IBERIA, S.A.U.";"2017";"";"CONTRATO MENOR"
"TRANSDUCTOR TRANSRECTAL";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"16.383,40";"";"";"TAPER SERVICIO TECNICO SLU";"2017";"";"CONTRATO MENOR"
"SUMINISTRO RESPIRADOR VOLUMÉTRICO TRANSPORTE NEUMO";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"3.908,30";"";"";"DRAGER MEDICAL HISPANIA S.A.";"2017";"";"CONTRATO MENOR"
"SUMINISTRO DE UN ESPIROMETRO PARA ATENCION PRIMARI";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"6.679,20";"";"";"IBOR ORTOPEDIA Y MEDICINA S.L.";"2017";"";"CONTRATO MENOR"
"SUMINISTRO DE 2 COLCHONES ANTIESCARAS EOLE DC 90/8";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"3.944,60";"";"";"ESTABLECIMIENTOS SUMISAN SA";"2017";"";"CONTRATO MENOR"
"SUMINISTRO SONDA ECOGRAFIA INTRAOPERATORIA "T" HRV";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"11.543,40";"";"";"TAPER SERVICIO TECNICO SLU";"2017";"";"CONTRATO MENOR"
"SUM. LAVADORA CISTOSCOPIO FLEXIBLE+ADAPTADOR UROLO";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"11.546,70";"";"";"OLYMPUS IBERIA, S.A.U.";"2017";"";"CONTRATO MENOR"
"SUMINISTRO DE TRES ESPIROMETROS PARA ATENCION PRIM";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"6.379,20";"";"";"IBOR ORTOPEDIA Y MEDICINA S.L.";"2017";"";"CONTRATO MENOR"
"PRUEBAS GENETICA LABORATORIOS EXTERNOS";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"18.000,00";"";"";"NIMGENETICS GENOMICA Y MEDICINA, SL";"2017";"";"CONTRATO MENOR"
"PRUEBAS GENETICA LABORATORIOS EXTERNOS";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"18.000,00";"";"";"SISTEMAS GENOMICOS SL";"2017";"";"CONTRATO MENOR"
"PRUEBAS GENETICA LABORATORIOS EXTERNOS";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"18.000,00";"";"";"QUANTITATIVE GENOMIC MEDICINE";"2017";"";"CONTRATO MENOR"
"PRUEBAS GENETICA LABORATORIOS EXTERNOS";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"18.000,00";"";"";"QUANTITATIVE GENOMIC MEDICINE";"2017";"";"CONTRATO MENOR"
"ONCOLOGIA Y RADIOTERAPIA DE COMPLEJIDAD";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"8.535,39";"";"";"IDCQ HOSPITALES Y SANIDAD S.L.U.";"2017";"";"CONTRATO MENOR"
"PRUEBAS GENETICA LABORATORIOS EXTERNOS";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"18.000,00";"";"";"SISTEMAS GENOMICOS SL";"2017";"";"CONTRATO MENOR"
"RADIOTERAPIA DE COMPLEJIDAD TIPO I";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"15.707,95";"";"";"IDCQ HOSPITALES Y SANIDAD S.L.U.";"2017";"";"CONTRATO MENOR"
"PRUEBAS HEMATOLOGIA LABORATOR. EXTERNOS";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"18.000,00";"";"";"FUNDACION INVESTIG.CANCER";"2017";"";"CONTRATO MENOR"
"LIMPIEZA Y VARIOS SERVICIOS";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"6.494,94";"";"";"AYUNTAMIENTO DE BELCHITE";"2017";"";"CONTRATO MENOR"
"AUDITORIA INICIAL NORMA ISO 9001.08";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"5.112,27";"";"";"BUREAU VERITAS IBERIA S.L.";"2017";"";"CONTRATO MENOR"
"PRUEBAS GENETICA LABORATORIOS EXTERNOS";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"6.000,00";"";"";"NIMGENETICS GENOMICA Y MEDICINA, SL";"2017";"";"CONTRATO MENOR"
"PRUEBAS HEMATOLOGIA LABORATOR. EXTERNOS";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"16.957,00";"";"";"FUNDACION INTERNACIONAL JOSEP CARRE";"2017";"";"CONTRATO MENOR"
"PRUEBAS ANALITICAS DE PEDIATRIA 2017";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"6.000,00";"";"";"CENTRO METABOLICO AVANZADO";"2017";"";"CONTRATO MENOR"
"RADIOTERAPIA DE COMPLEJIDAD TIPO I";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"6.283,18";"";"";"IDCQ HOSPITALES Y SANIDAD S.L.U.";"2017";"";"CONTRATO MENOR"
"RADIOTERAPIA DE COMPLEJIDAD";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"16.103,36";"";"";"IDCQ HOSPITALES Y SANIDAD S.L.U.";"2017";"";"CONTRATO MENOR"
"RADIOTERAPIA DE COMPLEJIDAD TIPO III";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"16.915,71";"";"";"IDCQ HOSPITALES Y SANIDAD S.L.U.";"2017";"";"CONTRATO MENOR"
"PRUEBAS ANALITICAS A LABORATORIOS EXTERNOS";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"18.000,00";"";"";"ASOC ESPAÑOLA PARA EL ESTUDIO DE";"2017";"";"CONTRATO MENOR"
"TRANSPORTES - TAXIS 2017";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"14.000,00";"";"";"COOP DE AUTO TAXI DE ZARAGOZA";"2017";"";"CONTRATO MENOR"
"PRUEBAS LAB. DE GENETICA 2017";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"18.000,00";"";"";"INSTITUTO DE MEDICINA GENOMICA, S.L";"2017";"";"CONTRATO MENOR"
"LABORATORIOS EXTERNOS PRUEBAS GENETICA 2017";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"18.000,00";"";"";"LABORATORIO DE GENETICA CLINICA S.L";"2017";"";"CONTRATO MENOR"
"LABORATORIOS EXTERNOS PRUEBAS GENETICA 2017";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"18.000,00";"";"";"LABORATORIO DE GENETICA CLINICA S.L";"2017";"";"CONTRATO MENOR"
"PRUEBAS LAB. DE GENETICA 2017";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"18.000,00";"";"";"LABORATORIO DE GENETICA CLINICA S.L";"2017";"";"CONTRATO MENOR"
"PRUEBAS ONCOPEDIATRIA 2017";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"8.000,00";"";"";"FUNDACION INTERNACIONAL JOSEP CARRE";"2017";"";"CONTRATO MENOR"
"PRUEBAS EXTERNAS LAB GENETICA 2017";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"18.000,00";"";"";"LABORATORIO DE GENETICA CLINICA S.L";"2017";"";"CONTRATO MENOR"
"PRUEBAS EXTERNAS LAB ANATOMIA 2017";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"3.000,00";"";"";"FUNDACIO GESTIO SANIT HOSPITAL STA";"2017";"";"CONTRATO MENOR"
"PRUEBAS EXTERNAS PEDIATRIA 2017";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"6.000,00";"";"";"ASOCIACIÓN INSTITUTO DE INVESTIG.";"2017";"";"CONTRATO MENOR"
"PRUEBAS GENETICA LABORATORIOS EXTERNOS";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"18.000,00";"";"";"NIMGENETICS GENOMICA Y MEDICINA, SL";"2017";"";"CONTRATO MENOR"
"PRUEBAS GENETICA LABORATORIOS EXTERNOS";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"18.000,00";"";"";"NIMGENETICS GENOMICA Y MEDICINA, SL";"2017";"";"CONTRATO MENOR"
"PRUEBAS BIOQUIMICA LABORATORIOS EXTERNOS";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"18.000,00";"";"";"SISTEMAS GENOMICOS SL";"2017";"";"CONTRATO MENOR"
"PRUEBAS HEMATOLOGIA LABORATOR. EXTERNOS";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"18.000,00";"";"";"FUNDACION INVESTIG.CANCER";"2017";"";"CONTRATO MENOR"
"SERVICIO HEMODIALISIS DOMICILIARIA TRANSPORTABLE";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"13.850,00";"";"";"PALEX MEDICAL, S.A.";"2017";"";"CONTRATO MENOR"
"PRUEBAS HEMATOLOGIA LABORATOR. EXTERNOS";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"18.000,00";"";"";"FUNDACION INVESTIG.CANCER";"2017";"";"CONTRATO MENOR"
"PRUEBAS GENETICA LABORATORIOS EXTERNOS";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"18.000,00";"";"";"LABORATORIO DE GENETICA CLINICA S.L";"2017";"";"CONTRATO MENOR"
