Obj,Organo,Procedimiento de adjudicación,Tipo de contrato,Importe de licitación,Importe de adjudicación,Identidad del adjudicatario,Ejercicio,Código Expediente,M
impresión de 8.800 talonarios de 100 recetas manua,SERVICIO ARAGONÉS DE SALUD,,,,"11.495,00","T.G.B., S. A.",2017,,CONTRATO MENOR
gestión documental de expedientes administrativos,SERVICIO ARAGONÉS DE SALUD,,,,"1.100,00",LOGISMAN ARAGON SL,2017,,CONTRATO MENOR
impresión y ensobrado de documentación - 2017,SERVICIO ARAGONÉS DE SALUD,,,,"7.250,00",ENCLAMA S.L. UNIPERSONAL,2017,,CONTRATO MENOR
adquisición de un sistema para la notificación de,SERVICIO ARAGONÉS DE SALUD,,,,"15.750,00",ACCENTURE S.L.,2017,,CONTRATO MENOR
gestión documental expedientes - segundo semestre,SERVICIO ARAGONÉS DE SALUD,,,,"667,94",ADMINISTRADORA DE ARCHIVOS S.A.,2017,,CONTRATO MENOR
administración personal procedente del casar - 201,SERVICIO ARAGONÉS DE SALUD,,,,"15.068,28",SERESCO S.A.,2017,,CONTRATO MENOR
mantenimiento puertas automáticas edificio direcci,SERVICIO ARAGONÉS DE SALUD,,,,"1.002,17",MAGAIZ S.A.,2017,,CONTRATO MENOR
renovación certificación calidad equipos atención,SERVICIO ARAGONÉS DE SALUD,,,,"5.445,00",EUROPEAN QUALIYU ASSURANCE SPAIN,2017,,CONTRATO MENOR
impresión de 1.400.000 justificantes de dispensaci,SERVICIO ARAGONÉS DE SALUD,,,,"17.787,00",APLICACIONES GRAFICAS INFORMATICAS,2017,,CONTRATO MENOR
obras reparación muro zona farmacia en hosp. ntra.,SERVICIO ARAGONÉS DE SALUD,,,,"40.730,38",SERVIN YURTA S.L,2017,,CONTRATO MENOR
obras agente extintor siii y halon hospital royo v,SERVICIO ARAGONÉS DE SALUD,,,,"33.685,27",FIREX SL,2017,,CONTRATO MENOR
obras sustitución tubería a.c.s. pabellón vi - uni,SERVICIO ARAGONÉS DE SALUD,,,,"41.279,01",VALERO ECHEGOYEN S.A.,2017,,CONTRATO MENOR
adaptación proyecto cs binéfar ( climatización e i,SERVICIO ARAGONÉS DE SALUD,,,,"6.534,00",PRODIA SL,2017,,CONTRATO MENOR
obras supresión barreras arquitectónicas c. salud,SERVICIO ARAGONÉS DE SALUD,,,,"35.170,95",BAJEN EMPRESA CONSTRUCTORA S.A,2017,,CONTRATO MENOR
obras reparación de impermeabilización y retejado,SERVICIO ARAGONÉS DE SALUD,,,,"47.902,69",CONSTRUCCIONES DE VILLEL ESGON SL,2017,,CONTRATO MENOR
adquisición de 24 módulos de memoria y 6 tarjetas,SERVICIO ARAGONÉS DE SALUD,,,,"16.521,95",SOLITIUM S.L.,2017,,CONTRATO MENOR
texto refundido proyecto urbanización accesos nuev,SERVICIO ARAGONÉS DE SALUD,,,,"7.045,83",ESTRATEGIAS INGENIERIA DESARROLLO S,2017,,CONTRATO MENOR
soporte y mantenimiento plataforma spontania,SERVICIO ARAGONÉS DE SALUD,,,,"17.997,73",BLUECORE SOFTWARE S.L.,2017,,CONTRATO MENOR
obras refor.instalación eléctrica bt hnsra. de gra,SERVICIO ARAGONÉS DE SALUD,,,,"48.332,28",LEVITEC SISTEMAS S.L.,2017,,CONTRATO MENOR
servicio de soporte aplicativo de petición electró,SERVICIO ARAGONÉS DE SALUD,,,,"21.778,79",BAHIA SOFTWARE S.L.U.,2017,,CONTRATO MENOR
servicio de seguridad y vigilancia (abril - junio,SERVICIO ARAGONÉS DE SALUD,,,,"12.539,97",ILUNION SEGURIDAD S.A.,2017,,CONTRATO MENOR
obras reparación antepecho terraza centro salud se,SERVICIO ARAGONÉS DE SALUD,,,,"9.620,63",CONSTRUCCIONES RUIZ MEGINO,2017,,CONTRATO MENOR
impresión de 15.000 talonarios de recetas manuales,SERVICIO ARAGONÉS DE SALUD,,,,"20.509,50",IMPRESIONES TRANSKRIT S.A.,2017,,CONTRATO MENOR
mantenimiento fotocopiadoras ricoh/lanier - 2017,SERVICIO ARAGONÉS DE SALUD,,,,"12.000,00",SOLITIUM S.L.,2017,,CONTRATO MENOR
proyecto reforma climatización cs seminario,SERVICIO ARAGONÉS DE SALUD,,,,"8.833,00",PRODIA SL,2017,,CONTRATO MENOR
mantenimiento fotocopiadora sharp - 2017,SERVICIO ARAGONÉS DE SALUD,,,,"3.000,00",COREMOSA ARAGON S.A.,2017,,CONTRATO MENOR
renovación certificación sistema calidad centrales,SERVICIO ARAGONÉS DE SALUD,,,,"2.420,00",EUROPEAN QUALIYU ASSURANCE SPAIN,2017,,CONTRATO MENOR
mantenimiento ascensores dirección gerencia salud,SERVICIO ARAGONÉS DE SALUD,,,,"6.065,29",ORONA SCL,2017,,CONTRATO MENOR
obras instalación monitorización enfriadoras h. er,SERVICIO ARAGONÉS DE SALUD,,,,"10.423,41",ORBEGY ENERGIA SL,2017,,CONTRATO MENOR
obras sustitución alumbrado interior c.s. santo g,SERVICIO ARAGONÉS DE SALUD,,,,"43.666,32",LEVITEC SISTEMAS S.L.,2017,,CONTRATO MENOR
proyecto sustitución sistema energía eléctrica eme,SERVICIO ARAGONÉS DE SALUD,,,,"5.687,00",INOVA INGENIEROS S.L.P.,2017,,CONTRATO MENOR
actualización licencias estaciones informado mamog,SERVICIO ARAGONÉS DE SALUD,,,,"18.150,00",ALMA IT SYSTEMS S.L.,2017,,CONTRATO MENOR
servicios de implantacion e integracion de sistema,SERVICIO ARAGONÉS DE SALUD,,,,"21.296,00",IBERMATICA S.A.,2017,,CONTRATO MENOR
obras reconstrucción acceso centro de salud hijar,SERVICIO ARAGONÉS DE SALUD,,,,"47.674,00",ARAGONESA OBRAS CIVILES SL,2017,,CONTRATO MENOR
redacción proyectos reforma climatización cem ramo,SERVICIO ARAGONÉS DE SALUD,,,,"4.961,00",BERNUS VIRUETE CARLOS ENRIQUE,2017,,CONTRATO MENOR
obras sustitución enfriadora por bomba de calor en,SERVICIO ARAGONÉS DE SALUD,,,,"56.749,00",AMBITEC S.A.U,2017,,CONTRATO MENOR
obras de refuerzo de estructura en el cem inocenci,SERVICIO ARAGONÉS DE SALUD,,,,"21.780,00","MITASA MONTAJES INDUSTRIALES, S.L.U",2017,,CONTRATO MENOR
crema barrera oxido zinc 10-20%,SERVICIO ARAGONÉS DE SALUD,,,,"21.775,96",LABORATORIOS HARTMANN S.A.,2017,,CONTRATO MENOR
aposito absorbente de espuma de poliuretano fina s,SERVICIO ARAGONÉS DE SALUD,,,,"19.792,08",MOLNLYCKE HEALTH CARE SL,2017,,CONTRATO MENOR
suministro de cateter drenaje kher,SERVICIO ARAGONÉS DE SALUD,,,,"12.017,28",TELEFLEX MEDICAL S.A.,2017,,CONTRATO MENOR
apósitos de malla con vaselina,SERVICIO ARAGONÉS DE SALUD,,,,"12.500,80","ALFASIGMA ESPAÑA, S.L.",2017,,CONTRATO MENOR
control biologico est. h2o2 plasma,SERVICIO ARAGONÉS DE SALUD,,,,"21.778,70",AMCOR FLEXIBLES PERGUT S.L.,2017,,CONTRATO MENOR
"bolsa colec. orina c/valv. vac., 2000 ml",SERVICIO ARAGONÉS DE SALUD,,,,"19.799,29","PALEX MEDICAL, S.A.",2017,,CONTRATO MENOR
"set paracentesis con aguja 15 g, 100mm",SERVICIO ARAGONÉS DE SALUD,,,,"21.640,61",AMEVISA S.A.,2017,,CONTRATO MENOR
suministro de drenaje plano penrose,SERVICIO ARAGONÉS DE SALUD,,,,"8.014,08",IBOR ORTOPEDIA Y MEDICINA S.L.,2017,,CONTRATO MENOR
suministro de bisturí con mango y hoja de acero,SERVICIO ARAGONÉS DE SALUD,,,,"11.190,08",MEDTRONIC IBERICA S.A.,2017,,CONTRATO MENOR
alojamiento medico helicoptero benasque,SERVICIO ARAGONÉS DE SALUD,,,,"5.480,20",SOMMOS HOTEL BENASQUE,2017,,CONTRATO MENOR
contrato menor licencias oracle 2017/2018,SERVICIO ARAGONÉS DE SALUD,,,,"9.903,61",INFORMATICA EL CORTE INGLES S.A.,2017,,CONTRATO MENOR
vigilancia mes de noviembre 2017,SERVICIO ARAGONÉS DE SALUD,,,,"14.364,93",CIA VIGILANCIA ARAGONESA S.L.,2017,,CONTRATO MENOR
servicio de restaurante para el centro de salud de,SERVICIO ARAGONÉS DE SALUD,,,,"10.000,00","HOTEL BALFAGON, S.L.",2017,,CONTRATO MENOR
servicio de restaurante del centro de salud de mun,SERVICIO ARAGONÉS DE SALUD,,,,"11.000,00",TORRALBA QUILEZ MANUEL,2017,,CONTRATO MENOR
adquisición de 1 cabina segur. biológica p/anat. p,SERVICIO ARAGONÉS DE SALUD,,,,"7.944,86",AZBIL TELSTAR TECHNOLOGIES S.L.,2017,,CONTRATO MENOR
transporte de mercancias,SERVICIO ARAGONÉS DE SALUD,,,,"7.000,00",SEUR GEOPOST S.L,2017,,CONTRATO MENOR
servicio de restaurante para el centro de salud de,SERVICIO ARAGONÉS DE SALUD,,,,"12.000,00",FONDA ALCALA SL,2017,,CONTRATO MENOR
servicio de restaurante para el centro de salud de,SERVICIO ARAGONÉS DE SALUD,,,,"6.000,00",JUANCIBI S.L.,2017,,CONTRATO MENOR
servicio de comidas centro de salud de alcañiz,SERVICIO ARAGONÉS DE SALUD,,,,"20.000,00","EL TRILLERO, S.L.",2017,,CONTRATO MENOR
servicio de limpieza del centro de salud de munies,SERVICIO ARAGONÉS DE SALUD,,,,"11.896,44",MARCO ARAGONES JULIA,2017,,CONTRATO MENOR
servicio de restaurante para el centro de salud de,SERVICIO ARAGONÉS DE SALUD,,,,"11.000,00",RILLO SESE SEBASTIAN MANUEL,2017,,CONTRATO MENOR
servicio de desratización y desinsectación sector,SERVICIO ARAGONÉS DE SALUD,,,,"4.329,38",PLAGUITECNO S.L.,2017,,CONTRATO MENOR
adquisición de incubadora neonatal para pediatría,SERVICIO ARAGONÉS DE SALUD,,,,"16.698,00",DRAGER MEDICAL HISPANIA S.A.,2017,,CONTRATO MENOR
servicio de logopedia del sector de alcañiz,SERVICIO ARAGONÉS DE SALUD,,,,"18.000,00",SERRANO ESPALLARGAS YOLANDA,2017,,CONTRATO MENOR
servicio de comidas centro de salud mas de las mat,SERVICIO ARAGONÉS DE SALUD,,,,"11.000,00","GIL MATEO,JORGE",2017,,CONTRATO MENOR
servicio de limpieza centro de salud de mas de las,SERVICIO ARAGONÉS DE SALUD,,,,"9.582,97",AYUNTAMIENTO DE MAS DE LAS MATAS,2017,,CONTRATO MENOR
servicio de restaurante centro de salud de valderr,SERVICIO ARAGONÉS DE SALUD,,,,"12.000,00",MATARRAÑA HOSTELERA SL,2017,,CONTRATO MENOR
mantenimiento calderas y climatización centros sal,SERVICIO ARAGONÉS DE SALUD,,,,"8.081,59",MATEC CLIMA S.L.,2017,,CONTRATO MENOR
servicio de restaurante para el centro de salud de,SERVICIO ARAGONÉS DE SALUD,,,,"16.000,00",RESTAURANTE IXAR SL,2017,,CONTRATO MENOR
servicio de comidas y cenas del centro de salud,SERVICIO ARAGONÉS DE SALUD,,,,"7.200,00",FERRER LLOP S.L.,2017,,CONTRATO MENOR
servicio de restaurante para el centro de salud de,SERVICIO ARAGONÉS DE SALUD,,,,"9.000,00",GUIU ARBANES ESPERANZA,2017,,CONTRATO MENOR
servicio de lavanderia y tintoreria del c.s. de ca,SERVICIO ARAGONÉS DE SALUD,,,,"5.000,00",CUBELES MUGICA EMILIO,2017,,CONTRATO MENOR
mantenimiento sistemas contra incendios sector alc,SERVICIO ARAGONÉS DE SALUD,,,,"3.717,22",AREX Y BOUZAS S.L.,2017,,CONTRATO MENOR
servicio de restaurante p.a.c. villarluengo,SERVICIO ARAGONÉS DE SALUD,,,,"6.000,00",VIALBE SCP,2017,,CONTRATO MENOR
servicio de restaurante para el centro de salud de,SERVICIO ARAGONÉS DE SALUD,,,,"16.000,00","CELEJU, S.L. - RESTAURANTE ANFORA",2017,,CONTRATO MENOR
adquisición de sillones para uca y cma quirófano,SERVICIO ARAGONÉS DE SALUD,,,,"14.822,50",IBOR ORTOPEDIA Y MEDICINA S.L.,2017,,CONTRATO MENOR
servicio de limpieza del centro de salud de calace,SERVICIO ARAGONÉS DE SALUD,,,,"17.184,57",AYUNTAMIENTO DE CALACEITE,2017,,CONTRATO MENOR
mantenimiento ascensores sector alcañiz,SERVICIO ARAGONÉS DE SALUD,,,,"5.331,45",THYSSENKRUPP ELEVADORES S.L.,2017,,CONTRATO MENOR
mantenimiento hardware y software omega,SERVICIO ARAGONÉS DE SALUD,,,,"18.416,59",ROCHE DIAGNOSTICS S.L.,2017,,CONTRATO MENOR
mantenimiento de los ascensores c.s. de alcañiz,SERVICIO ARAGONÉS DE SALUD,,,,"4.235,45",SCHINDLER S.A.,2017,,CONTRATO MENOR
servicio de restaurante para centro de salud de ca,SERVICIO ARAGONÉS DE SALUD,,,,"12.000,00",BALFAGON ALTO MAESTRAZGO SL,2017,,CONTRATO MENOR
adquisición de un artromotor rodilla c/carro para,SERVICIO ARAGONÉS DE SALUD,,,,"4.567,75",ENRAF NONIUS IBERICA S.A.,2017,,CONTRATO MENOR
"mant. calderas,calefaccion y enfriadora del c.s. a",SERVICIO ARAGONÉS DE SALUD,,,,"4.457,64",GRUPO CITA SL,2017,,CONTRATO MENOR
mantenimiento servicio informático siglo,SERVICIO ARAGONÉS DE SALUD,,,,"3.951,86",HORUS HARDWARE S.A.,2017,,CONTRATO MENOR
transporte de mercancias sector alcañiz,SERVICIO ARAGONÉS DE SALUD,,,,"10.000,00","GINER HERNANDEZ, MANUEL",2017,,CONTRATO MENOR
servicio de restaurante para el centro de salud de,SERVICIO ARAGONÉS DE SALUD,,,,"9.500,00",MAGALLON CORTES S.L.,2017,,CONTRATO MENOR
servicio de limpieza centro de salud de alcorisa,SERVICIO ARAGONÉS DE SALUD,,,,"13.300,32",LAMATA AGUILAR MARIA LUCINDA,2017,,CONTRATO MENOR
servicio de limpieza centro de salud de alcorisa,SERVICIO ARAGONÉS DE SALUD,,,,"13.300,32",GRACIA ESPALLARGAS ASUNCION,2017,,CONTRATO MENOR
servicio de seguridad y vigilancia del hospital de,SERVICIO ARAGONÉS DE SALUD,,,,"12.573,47",EULEN SEGURIDAD S.A.,2017,,CONTRATO MENOR
servicio de limpieza centro de salud de cantavieja,SERVICIO ARAGONÉS DE SALUD,,,,"9.600,00",AYUNTAMIENTO DE CANTAVIEJA,2017,,CONTRATO MENOR
control legionella en acs y climatizacion hospital,SERVICIO ARAGONÉS DE SALUD,,,,"4.887,43",NILSSON LABORATORIOS S.L.,2017,,CONTRATO MENOR
mantenimiento de telemando de radiodiag del hosp.,SERVICIO ARAGONÉS DE SALUD,,,,"15.834,93",COMERCIAL CENTRO MEDICO S.L.,2017,,CONTRATO MENOR
servicio de limpieza centro de salud de alcorisa,SERVICIO ARAGONÉS DE SALUD,,,,"11.083,60","BALLESTERO ARIÑO, SONIA",2017,,CONTRATO MENOR
adquisición de sillones para hosp. día onco-hem tr,SERVICIO ARAGONÉS DE SALUD,,,,"6.610,23",IBOR ORTOPEDIA Y MEDICINA S.L.,2017,,CONTRATO MENOR
alquiler botellas oxigeno 5l at. primaria sector a,SERVICIO ARAGONÉS DE SALUD,,,,"16.848,00",S.E. DE CARBUROS METALICOS S.A.,2017,,CONTRATO MENOR
mantenimiento de los equipos hp del hospital de al,SERVICIO ARAGONÉS DE SALUD,,,,"8.349,00",HARDWARE & PART S.A.,2017,,CONTRATO MENOR
servicio de limpieza centro de salud de hijar,SERVICIO ARAGONÉS DE SALUD,,,,"15.173,50",ALMOLDA SEVIL MARIA PILAR,2017,,CONTRATO MENOR
servicio logopedia at. temp. zona de salud de casp,SERVICIO ARAGONÉS DE SALUD,,,,"18.000,00",FUNDACION ATENCION TEMPRANA,2017,,CONTRATO MENOR
servicio de restaurante para el centro de salud de,SERVICIO ARAGONÉS DE SALUD,,,,"4.000,00",AVRAM NICOLETA CARMEN,2017,,CONTRATO MENOR
adquisición de 7 monitores de constantes vitales p,SERVICIO ARAGONÉS DE SALUD,,,,"8.978,20",IBOR ORTOPEDIA Y MEDICINA S.L.,2017,,CONTRATO MENOR
adquisición de 1 ecógrafo para urgencias-hospital,SERVICIO ARAGONÉS DE SALUD,,,,"21.778,79",FUJIFILM SONOSITE IBERICA S.L.,2017,,CONTRATO MENOR
adquisición de 60 sillas paciente p/varios servici,SERVICIO ARAGONÉS DE SALUD,,,,"6.861,00",LA COLMENA XXI SL,2017,,CONTRATO MENOR
adquisición de 1 kerato-refractómetro p/hospital d,SERVICIO ARAGONÉS DE SALUD,,,,"8.560,75",TOPCON ESPAÑA S.A.,2017,,CONTRATO MENOR
obras para la colocación 2º ascensor centro especi,SERVICIO ARAGONÉS DE SALUD,,,,"35.918,85",ZARDOYA OTIS S.A.,2017,,CONTRATO MENOR
adquisición de 6 pulsioxímetros p/primaria y 11 p/,SERVICIO ARAGONÉS DE SALUD,,,,"4.936,80",IBOR ORTOPEDIA Y MEDICINA S.L.,2017,,CONTRATO MENOR
adquisición de 3 camillas trasnporte p/hospital de,SERVICIO ARAGONÉS DE SALUD,,,,"12.293,60",ESTABLECIMIENTOS SUMISAN SA,2017,,CONTRATO MENOR
adquisición de 3 camillas trasnporte p/hospital de,SERVICIO ARAGONÉS DE SALUD,,,,"12.293,60",ESTABLECIMIENTOS SUMISAN SA,2017,,CONTRATO MENOR
adquisición de 2 carros de parada p/hospital de al,SERVICIO ARAGONÉS DE SALUD,,,,"3.038,32",IBOR ORTOPEDIA Y MEDICINA S.L.,2017,,CONTRATO MENOR
adquisición de 1 electrobisturí de cirugía general,SERVICIO ARAGONÉS DE SALUD,,,,"5.445,00",B BRAUN SURGICAL S.A.,2017,,CONTRATO MENOR
adquisición de 1 termodesinfectadora p/pruebas esp,SERVICIO ARAGONÉS DE SALUD,,,,"7.502,00","OLYMPUS IBERIA, S.A.U.",2017,,CONTRATO MENOR
adquisición de 1 lámpara de hendidura p/hospital d,SERVICIO ARAGONÉS DE SALUD,,,,"5.838,25",TOPCON ESPAÑA S.A.,2017,,CONTRATO MENOR
adquisición de 3 espirómetros para aten. primaria,SERVICIO ARAGONÉS DE SALUD,,,,"7.866,39",PILCHER PEREZ RICARDO ERIC,2017,,CONTRATO MENOR
adquisición de 1 centrífuga de sobremesa p/hematol,SERVICIO ARAGONÉS DE SALUD,,,,"8.593,42",SUMINISTROS MATERIAL Y APARATOS DE,2017,,CONTRATO MENOR
"adquisición de 4 cami hidráulicas p/ctas, 1p/rx y",SERVICIO ARAGONÉS DE SALUD,,,,"7.199,60",QUIRUMED S.L.,2017,,CONTRATO MENOR
adquisición 35 sillas confidente c/repbra y 34 s/r,SERVICIO ARAGONÉS DE SALUD,,,,"3.804,96",EL CORTE INGLES S.A.,2017,,CONTRATO MENOR
obras para la colocación caldera calefacción del h,SERVICIO ARAGONÉS DE SALUD,,,,"40.660,21",EULEN S.A.,2017,,CONTRATO MENOR
adquisición de 1 desfibrilador c/marcapasos para a,SERVICIO ARAGONÉS DE SALUD,,,,"6.898,21",TAPER SERVICIO TECNICO SLU,2017,,CONTRATO MENOR
adquisición de 1 central de telemetría p/hospital,SERVICIO ARAGONÉS DE SALUD,,,,"20.812,00",IBOR ORTOPEDIA Y MEDICINA S.L.,2017,,CONTRATO MENOR
obras para la colocacion ascensor antigo centro sa,SERVICIO ARAGONÉS DE SALUD,,,,"35.918,85",ZARDOYA OTIS S.A.,2017,,CONTRATO MENOR
adquisición de 4 desfibriladores p/primaria y 2 p/,SERVICIO ARAGONÉS DE SALUD,,,,"9.756,36",SCHILLER ESPAÑA S.A.,2017,,CONTRATO MENOR
adquisición de 2 monitores multiparam. pes y urg a,SERVICIO ARAGONÉS DE SALUD,,,,"5.275,60",IBOR ORTOPEDIA Y MEDICINA S.L.,2017,,CONTRATO MENOR
adquisición de 30 sillones descanso trabajadores h,SERVICIO ARAGONÉS DE SALUD,,,,"4.470,00",MUEBLES ALCAÑIZ SL,2017,,CONTRATO MENOR
adquisición de 36 sillones p/paciente hospital de,SERVICIO ARAGONÉS DE SALUD,,,,"17.206,20",OSCA MEDICAL S.L.,2017,,CONTRATO MENOR
adquisición de 30 sillas de oficina hospital de al,SERVICIO ARAGONÉS DE SALUD,,,,"5.045,70",IMAGEN 44 MOBILIARIO OFICINA S.L.,2017,,CONTRATO MENOR
capnografo+e-biss cm 22 inv/2017 hosp,SERVICIO ARAGONÉS DE SALUD,,,,"5.799,53",EL CORTE INGLES S.A.,2017,,CONTRATO MENOR
servicio mantenimiento pyxis y kardex,SERVICIO ARAGONÉS DE SALUD,,,,"15.773,41",GRIFOLS MOVACO S.A.,2017,,CONTRATO MENOR
capnografo + modulo de hipnosis e-bis cm 22 inv/17,SERVICIO ARAGONÉS DE SALUD,,,,"5.799,53",APLICACIONES ELECTRONICAS EUROPA S.,2017,,CONTRATO MENOR
mantenimiento electrocardiografia y mant preventiv,SERVICIO ARAGONÉS DE SALUD,,,,"4.818,22",GEM-MED S.L.,2017,,CONTRATO MENOR
cm 14 s/2017 jardineria del hospital de barbastro,SERVICIO ARAGONÉS DE SALUD,,,,"6.438,64",SOMONTANO SOCIAL SL,2017,,CONTRATO MENOR
ultracongelador vertical -86º cm 27 /2017 hosp,SERVICIO ARAGONÉS DE SALUD,,,,"6.700,00",EL CORTE INGLES S.A.,2017,,CONTRATO MENOR
mantenimiento de los equipos de endoscopias del ho,SERVICIO ARAGONÉS DE SALUD,,,,"21.780,00",SISTEMAS TECNICOS ENDOSCOPICOS SA,2017,,CONTRATO MENOR
mantenimiento puertas automaticas,SERVICIO ARAGONÉS DE SALUD,,,,"13.788,60",TES AUTOMATISMOS S.L.,2017,,CONTRATO MENOR
espirometros abiego-monzon r cm 10 i/17 p,SERVICIO ARAGONÉS DE SALUD,,,,"3.882,18",PILCHER PEREZ RICARDO ERIC,2017,,CONTRATO MENOR
suministro de pan al hospital de barbastro,SERVICIO ARAGONÉS DE SALUD,,,,"14.875,42",LOPEZ COZAR ANGEL,2017,,CONTRATO MENOR
cm 19 inv/2017 hosp. material esterilizacion,SERVICIO ARAGONÉS DE SALUD,,,,"8.497,08",B BRAUN SURGICAL S.A.,2017,,CONTRATO MENOR
mantenimiento equipos hemodialisis,SERVICIO ARAGONÉS DE SALUD,,,,"17.805,00",BAXTER SL,2017,,CONTRATO MENOR
mantenimiento telemando,SERVICIO ARAGONÉS DE SALUD,,,,"20.865,00",CEDYT SISTEMAS DIAGNOSTICOS SL,2017,,CONTRATO MENOR
sistema cpap de alto flujo,SERVICIO ARAGONÉS DE SALUD,,,,"8.893,50",INSTRUMENTACION Y COMPONENTES S.A.,2017,,CONTRATO MENOR
transporte de paqueteria,SERVICIO ARAGONÉS DE SALUD,,,,"8.000,00",TRANSPORTES CALLIZO S.A.,2017,,CONTRATO MENOR
cm 28 inv/17 prim 2 espirometros + jeringa de cali,SERVICIO ARAGONÉS DE SALUD,,,,"3.882,18",PILCHER PEREZ RICARDO ERIC,2017,,CONTRATO MENOR
cm 59 inv/2017 hospital 10 sillones paciente mod.,SERVICIO ARAGONÉS DE SALUD,,,,"4.791,60",INDUSTRIAS HIDRAULICAS PARDO SL,2017,,CONTRATO MENOR
cm 58 inv/17 hosp caja quirofano de esterilización,SERVICIO ARAGONÉS DE SALUD,,,,"5.176,95",B BRAUN SURGICAL S.A.,2017,,CONTRATO MENOR
oftalmoscopio binocular + espejo enseñanza cm 35,SERVICIO ARAGONÉS DE SALUD,,,,"3.778,83",AB MEDICA GROUP S.A.,2017,,CONTRATO MENOR
cm 5 inv/2017 h 14 sillones paciente,SERVICIO ARAGONÉS DE SALUD,,,,"6.708,24",INDUSTRIAS HIDRAULICAS PARDO SL,2017,,CONTRATO MENOR
medidor presion arterial mapa cm 1 inv/2017 pri,SERVICIO ARAGONÉS DE SALUD,,,,"3.876,84",LACER S.A.,2017,,CONTRATO MENOR
histeroscopio quirurgico cm 50 i/17 h,SERVICIO ARAGONÉS DE SALUD,,,,"7.991,43",KARL STORZ ENDOSCOPIA IBERICA S.A.,2017,,CONTRATO MENOR
cm 12 inv/2017 hosp. desfibrilador monitor con imp,SERVICIO ARAGONÉS DE SALUD,,,,"3.872,00",IBOR ORTOPEDIA Y MEDICINA S.L.,2017,,CONTRATO MENOR
monitores constantes cm 33 i / 17 h,SERVICIO ARAGONÉS DE SALUD,,,,"6.630,80",IBOR ORTOPEDIA Y MEDICINA S.L.,2017,,CONTRATO MENOR
sillones tratamiento pacientes cm 47 inv/17 h,SERVICIO ARAGONÉS DE SALUD,,,,"13.866,60",IBOR ORTOPEDIA Y MEDICINA S.L.,2017,,CONTRATO MENOR
manten.preventivo sist.gestion tecn. centrali. ins,SERVICIO ARAGONÉS DE SALUD,,,,"4.450,08",AMBITEC S.A.U,2017,,CONTRATO MENOR
cm 6 inv/2017 hosp. monitor tension welch allyn,SERVICIO ARAGONÉS DE SALUD,,,,"4.731,10",IBOR ORTOPEDIA Y MEDICINA S.L.,2017,,CONTRATO MENOR
"cm 2 inv/2017 mesillas, armarios y mesas auxiliare",SERVICIO ARAGONÉS DE SALUD,,,,"5.119,51",INDUSTRIAS HIDRAULICAS PARDO SL,2017,,CONTRATO MENOR
cm 1 inv/2017 camas newcare advanced,SERVICIO ARAGONÉS DE SALUD,,,,"21.271,20",INDUSTRIAS HIDRAULICAS PARDO SL,2017,,CONTRATO MENOR
cm 10 inv/2017 hosp criostato leica cm 1860 uv,SERVICIO ARAGONÉS DE SALUD,,,,"21.296,00",SUMINISTROS MATERIAL Y APARATOS DE,2017,,CONTRATO MENOR
cm 18 inv/2017 hosp soporte para cuchillas premium,SERVICIO ARAGONÉS DE SALUD,,,,"4.719,00",SUMINISTROS MATERIAL Y APARATOS DE,2017,,CONTRATO MENOR
timpanometro cm 96 i/17 h,SERVICIO ARAGONÉS DE SALUD,,,,"6.007,65",HANS E RUTH SA,2017,,CONTRATO MENOR
resector transuretral monopolar 26 ch,SERVICIO ARAGONÉS DE SALUD,,,,"5.342,66",KARL STORZ ENDOSCOPIA IBERICA S.A.,2017,,CONTRATO MENOR
mampara frontal (varios modelos),SERVICIO ARAGONÉS DE SALUD,,,,"6.676,78","SILENTIA SPAIN, S.L. ORTOJAG, S.L.",2017,,CONTRATO MENOR
central monitorizacion + 2 monitores urgencias,SERVICIO ARAGONÉS DE SALUD,,,,"14.689,40",IBOR ORTOPEDIA Y MEDICINA S.L.,2017,,CONTRATO MENOR
armario de seguridad para piezas conservadas en fo,SERVICIO ARAGONÉS DE SALUD,,,,"4.227,74",LABOLAN SL,2017,,CONTRATO MENOR
fibrobroncoscopio cm 104 i/17 h,SERVICIO ARAGONÉS DE SALUD,,,,"11.745,47","OLYMPUS IBERIA, S.A.U.",2017,,CONTRATO MENOR
histeroscopio diagnostico cm 75 i/17 h,SERVICIO ARAGONÉS DE SALUD,,,,"5.736,86",KARL STORZ ENDOSCOPIA IBERICA S.A.,2017,,CONTRATO MENOR
cuna térmica de cuidados intermedios,SERVICIO ARAGONÉS DE SALUD,,,,"14.694,50",DRAGER MEDICAL HISPANIA S.A.,2017,,CONTRATO MENOR
vehiculos binefar-tamarite,SERVICIO ARAGONÉS DE SALUD,,,,"20.449,00",VEHICULOS DE ARAGON S.L.,2017,,CONTRATO MENOR
sillones paciente urg cm 79 i/17 h,SERVICIO ARAGONÉS DE SALUD,,,,"6.708,24",INDUSTRIAS HIDRAULICAS PARDO SL,2017,,CONTRATO MENOR
ensobradora,SERVICIO ARAGONÉS DE SALUD,,,,"7.209,13",SOLITIUM S.L.,2017,,CONTRATO MENOR
capnografos cm 89 i/17 h,SERVICIO ARAGONÉS DE SALUD,,,,"3.960,00",MEDTRONIC IBERICA S.A.,2017,,CONTRATO MENOR
