Ambit subjectiu,Organ de contractacio,Codi de expedient,id,Objecte del contracte,Descripcio de la prestacio,Tipus de contracte,Pressupost de licitacio,Data de publicacio,Empresa adjudicataria,Import de adjudicacio,Enllace a la publicacio,Codi CPV,Data de adjudicacio
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Departament d'Interior,IT-2020-629,0465,Servei de neteja extraordinari i desinfecció de les comissaries de la Policia de la Generalitat - Mossos d'Esquadra de la Regió Policial Terres de l'Ebre (neteges puntuals d'espais i ampliació del servei per al període del 7 de maig al 5 de juny de 2020),Servei de neteja extraordinari i desinfecció de les comissaries de la Policia de la Generalitat - Mossos d'Esquadra de la Regió Policial Terres de l'Ebre (neteges puntuals d'espais i ampliació del servei per al període del 7 de maig al 5 de juny de 2020),Serveis,1583.75,2020-06-15T00:00:00Z,"SACYR FACILITIES, S.A.",1583.75,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=64015152&lawType=3,90910000,2020-06-04T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Institut Català de la Salut (ICS),CS/AP55/1101196610/20/CMSO,0466,Subministrament d'un bressol tèrmic amb resucitador per a GT Camp de Tarragona. COVID-19,Subministrament d'un bressol tèrmic amb resucitador per a GT Camp de Tarragona. COVID-19,Subministraments,13345.88,2020-04-30T00:00:00Z,"DRAGER MEDICAL HISPANIA, S.A.",13345.88,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=61805274&lawType=3,33152000,2020-04-06T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Institut Català de la Salut (ICS),CS/AH05/1101196732/20/CMUI,0467,Subministrament de kit PCR pel laboratori de l'Hospital Joan XXIII de Tarragona. COVID-19,Subministrament de kit PCR pel laboratori de l'Hospital Joan XXIII de Tarragona. COVID-19,Subministraments,10590,2020-04-30T00:00:00Z,BIOMERIEUX ESPAÑA SA,10590,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=61785657&lawType=3,33696500,2020-04-08T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Institut Català de la Salut (ICS),CS/AP54/1101197201/20/CMUI,0468,"subministrament de 2000 bates, necessari per al'epidèmia del SARS-CoV-2 per a l¿Hospital universitari de Girona Dr. Josep Trueta","subministrament de 2000 bates, necessari per al'epidèmia del SARS-CoV-2 per a l¿Hospital universitari de Girona Dr. Josep Trueta",Subministraments,21200,2020-05-19T00:00:00Z,SISMIC ACTIVE WEAR,21200,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=62650346&lawType=3,18318200,2020-04-14T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Consorci Sanitari de l'Anoia,CE_CSA_2020 Uniformiat,0469,Subministrament unifomitat un sol ús per al bloc quirúrgic,Subministrament unifomitat un sol ús per al bloc quirúrgic,Subministraments,3950,2020-07-10T00:00:00Z,Barna Import,3950,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=65639969&lawType=3,39518000,2020-06-03T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Fundació de Gestió Sanitària de l'Hospital de la Santa Creu i Sant Pau,COVID-19/INVERSIÓ ¿ CEM GUINARDÓ,0470,"CARRO PORTAMAMPARA PLEGABLE 1,85M.","Inversions per dotar la nova instal·lació del CEM Guinardó, necessari per fer front a la pandèmia del COVID-19",Subministraments,0,2020-06-12T00:00:00Z,SILENTIA SPAIN SL,7640,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=64035565&lawType=3,33192000,2020-03-30T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Departament de Justícia,JU-2020-361,0471,COVID-19 Reforç neteja CP Mas d'Enric,Publicació massiva contractes tramitats d'emegencia a 22.05.2020,Serveis,0,2020-05-22T00:00:00Z,"SERVEIS DE PERSONAL I NETEJA, SL",4270,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=62880398&lawType=3,90000000-7,2020-04-30T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Fundació de Gestió Sanitària de l'Hospital de la Santa Creu i Sant Pau,COVID-19/MATERIAL SANITARI,0472,SONDA ASPIRACIO N.16 52CM S/CONTROL,"Subministrament del material sanitari, necessari per fer front a la pandèmia del COVID-19",Subministraments,0,2020-06-12T00:00:00Z,CARDINAL HEALTH SPAIN 511 S.L.,822.7,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=64039095&lawType=3,33140000,2020-03-16T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Sistema d'Emergències Mèdiques SA (SEMSA),CE104/2020,0473,COMPRA EMERGÈNCIA 104: Neteja Hotel per a unitat de serveis especials,Neteja Hotel per a unitat de serveis especials,Serveis,2137.62,2020-05-21T00:00:00Z,"Brócoli, SL",2137.62,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=62637760&lawType=3,90910000,2020-05-15T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Consorci Corporació Sanitària Parc Taulí de Sabadell,20COVID27,0474,Subministrament meterial sanitari - 20COVID27,Subministrament de material divers sanitari (reactius laboratori),Subministraments,228767.3,2020-06-08T00:00:00Z,"PALEX MEDICAL, S.A.",228767.3,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewDcan&idDoc=63719607&lawType=3,33696000,2020-03-03T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Consorci Hospital Clínic de Barcelona (HCB),2020/1078,0475,Reactius,Subministrament de reactius - Publicació MASSIVA de contractes tramitats d'EMERGÈNCIA,Subministraments,0,2020-07-01T00:00:00Z,"IZASA SCIENTIFIC, S.L.U.",4583.62,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=65013986&lawType=3,33696000,2020-04-29T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Sistema d'Emergències Mèdiques SA (SEMSA),CE157/2020,0476,COMPRA EMERGÈNCIA 157: Subministrament mascaretes FFP3 sense vàlvula,Subministrament mascaretes FFP3 sense vàlvula,Subministraments,75000,2020-06-30T00:00:00Z,Iturri SA,75000,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=64906641&lawType=3,33140000,2020-06-17T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Centre de Telecomunicacions i Tecnologies de la Informació de la Generalitat de Catalunya,CTTI-2020-81,0477,Servei de suport addicional a l'oficina tècnica de gestió i inventari de la xarxa de fibra òptica de la Generalitat de Catalunya,Servei de suport addicional a l'oficina tècnica de gestió i inventari de la xarxa de fibra òptica de la Generalitat de Catalunya,Serveis,23040,2020-05-06T00:00:00Z,"Capgemini España, S.L.",23040,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=61969689&lawType=3,72510000,2020-04-30T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Sistema d'Emergències Mèdiques SA (SEMSA),CE46/2020,0478,COMPRA EMERGÈNCIA 46: Allotjaments curta estada,Allotjaments curta estada,Serveis,23350.95,2020-05-11T00:00:00Z,Sonfort SL,23350.95,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=62101114&lawType=3,75123000,2020-04-16T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Fundació Centre de Regulació Genòmica,CONTRACTE 7 - TRAMITACIÓ EMERGÈNCIA COVID-19,0479,"Material de labortori (controls per a PCR, sondes i primers per la detecció de virus per qPCR)",Material per realitzar tests de detecció massiva de COVID-19,Subministraments,24210,2020-04-09T00:00:00Z,IDT Integrated DNA Technologies,24210,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=61297533&lawType=3,33696500,2020-04-09T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Departament d'Interior,IT-2020-748,0480,"Servei extraordinari de neteja i sanejament del Parc de Bombers de la Regió d'Emergències Centre: Manresa, durant els caps de setmana del període d'1 de juny a 30 de setembre de 2020","Servei extraordinari de neteja i sanejament del Parc de Bombers de la Regió d'Emergències Centre: Manresa, durant els caps de setmana del període d'1 de juny a 30 de setembre de 2020",Serveis,1802.5,2020-07-08T00:00:00Z,"SERVEIS DE PERSONAL I NETEJA, SL",1802.5,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=65425023&lawType=3,90911200,2020-06-29T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Institut Català de la Salut (ICS),1101196505,0481,Rep. utillatge i mobiliari clínic,Execució dels treballs i la compra d'equipament per a habilitar una àrea de tractament de 18 llits de pacients crítics al gimnàs del servei de Rehabilitació de l'Hospital Universitari Germans Trias i Pujol,Obres,101921.34,2020-06-09T00:00:00Z,COMPLEMENTOS HOSTELEROS Y SANITARIO,5330,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=64004246&lawType=3,45215142,2020-03-31T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Institut d'Assistència Sanitària (IAS),BATA PUNY GOMA U/S N/ESTER. 30GR,0482,Publicació massiva de contractes tramitats d'emergència,"Publicació massiva de contractes tramitats d'emergència per part de Serveis Logistics de l'IAS, per atendre la pandèmia Covid_19 corresponent al mes de Maig 2020",Subministraments,139225.25,2020-06-30T00:00:00Z,"BARNA IMPORT MEDICA, S.A.",9393.9,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=64945050&lawType=3,33140000,2020-06-25T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Fundació de Gestió Sanitària de l'Hospital de la Santa Creu i Sant Pau,COVID-19/MATERIAL SANITARI,0483,MASCARETA PROTECCIO PARTICULES FFP2,"Subministrament del material sanitari, necessari per fer front a la pandèmia del COVID-19",Subministraments,0,2020-06-12T00:00:00Z,"PALEX MEDICAL, S.A.",265420.51,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=64039095&lawType=3,33140000,2020-03-16T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Consorci Mar Parc de Salut de Barcelona,251/2020,0484,500 Sudaris i 10 Cistelles blaves gran magatzem,Publicació massiva de contractes tramitats per emergència de subministraments relacionats amb les mesures adoptades per fer front a la situació de crisi sanitària ocasionada per la COVID-19 del Consorci Mar Parc de Salut de Barcelona (correspon al mes de maig).,Subministraments,0,2020-06-30T00:00:00Z,BERMEJO CALVO EDGAR,2366.65,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=64917954&lawType=3,39518000,2020-06-22T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Consorci Hospital Clínic de Barcelona (HCB),2020/1029,0485,Mat. Higiene i Desinfecció Hospitalària.,"Subministrament de divers material sanitari, utillatges i instrumental - Publicació MASSIVA de contractació tramitada d'EMERGÈNCIA",Subministraments,0,2020-06-09T00:00:00Z,"C.V. MEDICA, S.L.",4226.2,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=63998855&lawType=3,33000000,2020-03-16T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Consorci Mar Parc de Salut de Barcelona,120/2020*,0486,100 Tauletes auxiliars per als àpats dels pacients ingressats per COVID-19,"Publicació massiva de la contractació mitjançant procediment d'emergència d'obres, subministraments i serveis relacionats amb les mesures adoptades per fer front a la situació de crisi sanitària ocasionada per la COVID-19 del Consorci Mar Parc de Salut de Barcelona (correspon als mesos de març i abril).",Subministraments,2237949.59,2020-06-03T00:00:00Z,"SOLUCIONES INTEGRALES DE ACCESOS, S.L.",9885,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=63458702&lawType=3,33100000,2020-05-29T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Departament d'Interior,IT-2020-415,0487,Servei extraordinari de neteja i sanejament dels edificis de la Regió d'Emergències Centre,"Servei extraordinari de neteja i sanejament dels edificis de la Regió d'Emergències Centre, en el marc de l'estratègia de resposta a l'epidèmia del SARS-CoV-2",Serveis,4193.7,2020-04-28T00:00:00Z,"OHL SERVICIOS - INGESAN, S.A.",4193.7,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=61721577&lawType=3,90911200,2020-04-20T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Consorci Corporació Sanitària Parc Taulí de Sabadell,20COVID38,0488,Subministrament material sanitari - 20COVID38,Subministrament material sanitari divers covid,Subministraments,49763.35,2020-06-09T00:00:00Z,NEDELLA MEDICAL S.L.,49763.35,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewDcan&idDoc=63816579&lawType=3,33190000,2020-03-23T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Fundació Institut Hospital del Mar d'Investigacions Mèdiques,16/2020-COVID,0489,Contracte prestació de serveis. Reclutament de professionals de la seva institució i pacients per a la participació en el projecte MINDCOVID,Publicació massiva de contractes tramitats per emergència de serveis relacionats amb les mesures adoptades per fer front a la situació de crisi sanitària ocasionada per la COVID-19 de la Fundació Institut Hospital del Mar d'Investigacions Mèdiques.,Serveis,0,2020-07-31T00:00:00Z,Fundación Investigación e Innovación Biosanitaria de Atención Primaria de la Comunidad de Madrid (Isabel del Cura). Atención Primaria,10250,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=66781589&lawType=3,79320000,2020-06-19T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Consorci Hospital Clínic de Barcelona (HCB),2020/1081,0490,Material Fungible Sanitari,Subministrament de material fungible sanitari - Publicació MASSIVA contractes tramitats d'EMERGÈNCIA,Subministraments,0,2020-07-01T00:00:00Z,"PEROXIDOS FARMACEUTICOS,",3224.61,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=65019716&lawType=3,33140000,2020-04-29T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Ferrocarrils de la Generalitat de Catalunya,CONTR/2020/232,0491,"Obres d'actuació d'emergència relacionades ambl'expedient d'emergència (EMERG/2020/3) per estabilització del talús 54e a Castellbellde la línia Llobregat ¿ Anoia dels Ferrocarrils de la Generalitat de Catalunya segonsl'emergència ""Obres d'actuació d'emergència a dur a terme a conseqüència decaigudes d'arbres a la línia Barcelona-Vallès, d'inundació a la subestació de Monistrolde Montserrat i de despreniments als talussos dels PK 41+450, 41+600, 42+300 I50+200 del ramal Manresa i del PK 16+690 del ramal Igualada de la línia Llobregat-Anoia, arran de l'episodi d'aiguats"" CONTR/2020/232 PEM05/20","Obres d'actuació d'emergència relacionades amb l'expedient d'emergència (EMERG/2020/3) per estabilització del talús 54e a Castellbell de la línia Llobregat ¿ Anoia dels Ferrocarrils de la Generalitat de Catalunya segons l'emergència ""Obres d'actuació d'emergència a dur a terme a conseqüència de caigudes d'arbres a la línia Barcelona-Vallès, d'inundació a la subestació de Monistrol de Montserrat i de despreniments als talussos dels PK 41+450, 41+600, 42+300 I 50+200 del ramal Manresa i del PK 16+690 del ramal Igualada de la línia Llobregat- Anoia, arran de l'episodi d'aiguats"",",Obres,77981.41,2020-05-23T00:00:00Z,"DESNIVEL AGRANALTURA, S.A..",77981.41,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=62925361&lawType=3,45111230,2020-05-20T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Consorci Hospital Clínic de Barcelona (HCB),2020/1002,0492,PIZARRA BLANCA VITRIFIC.MAGNE.60X90+KIT,Subministrament d'equipament i mobiliari mèdic i no mèdic - Publicació MASSIVA de contractes tramitats d'EMERGÈNCIA,Subministraments,0,2020-06-09T00:00:00Z,INTERIA ADAPTA S.L.,300.86,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=63770254&lawType=3,33000000,2020-03-16T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Consorci Mar Parc de Salut de Barcelona,308/2020,0493,Impressió de 3.000 unitats dun full informatiu amb consells per a persones amb mesures de precaució domiciliàries,Publicació massiva de contractes tramitats per emergència de serveis relacionats amb les mesures adoptades per fer front a la situació de crisi sanitària ocasionada per la COVID-19 del Consorci Mar Parc de Salut de Barcelona (correspon al mes de juny).,Serveis,0,2020-07-13T00:00:00Z,"RODA LÍNEA GRÁFICA, S.L.",390,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=65733542&lawType=3,44211300,2020-07-10T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Institut Català de la Salut (ICS),1101199353,0494,Cablatge monitorització,"Equipament general: aparells mèdics, materials i accessoris d'aparells, mobiliari clínic i general i obres de condicionament per habilitar 60 llits crítics per al tractament estable de pacients amb Covid per l'Hospital Universitari Germans Trias i Pujol",Subministraments,291638.39,2020-06-12T00:00:00Z,"MIRAY CONSULTING, SL",1004,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=64019695&lawType=3,33192000,2020-05-04T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Institut Català de la Salut (ICS),1101193098,0495,PLATAFORMA REVITA,"Contractació d'aparells mèdics, de laboratori, equipament informàtic, equipament de teleassistència a domicili, materials per a equipament mèdic, mobiliari general i obres de condicionament general d'espais comuns de l'Hospital Universitari Germans Trias i Pujol",Obres,196017.22,2020-06-12T00:00:00Z,HI IBERIA INGENIERIA Y PROYECTOS SL,16740,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=64029684&lawType=3,45215100,2020-03-16T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Institut Català de la Salut (ICS),CS/CC00/1101197690/20/CMUI,0496,CONTRACTACIÓ EMERGÈNCIA SUBMINISTRAMENT GUANTS,Contractació emergència subministrament guants,Subministraments,80000,2020-05-21T00:00:00Z,IZASA HOSPITAL S.L.U.,80000,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=62665689&lawType=3,33140000,2020-04-17T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Departament de la Vicepresidència i d'Economia i Hisenda,EC 2020 252,0497,"EC 2020 252 Prestació del conjunt de reparacions i instal·lacions, així com el servei de manteniment de les instal·lacions per poder utilitzar com a call center dels serveis oferts pel 061 i 112, per un període estimat de 45 dies, en els immobles del carrer José Agustín Goytisolo, 22-28 (espai Bital) i el carrer Ciències, 71","Prestació del conjunt de reparacions i instal·lacions, així com el servei de manteniment de les instal·lacions per poder utilitzar com a call center dels serveis oferts pel 061 i 112, per un període estimat de 45 dies, en els immobles del carrer José Agustín Goytisolo, 22-28 (espai Bital) i el carrer Ciències, 71",Serveis,190356,2020-04-22T00:00:00Z,VEOLIA SERVEIS CATALUNYA S.A.U.,190356,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=61533341&lawType=3,45259000,2020-03-26T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Servei Català de la Salut (CatSalut),4.1-Allotjament de professionals,0498,Allotjament de professionals sanitaris en les instal.lacions dels Apataments Mandala,"Publicació massiva de contractes tramitats per emergència, dels serveis d'allotjament de professionals  en el marc de l'estratègia de resposta a l'epidèmia del SARS-CoV-2.",Serveis,0,2020-05-20T00:00:00Z,"PROJECTES IMMOBILIARIES MERMARG, S.L.",2700,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=62073594&lawType=3,55110000,2020-05-20T00:00:00Z
