Àmbit subjectiu,Òrgan de contractació,Codi d'expedient,id,Objecte del contracte,Descripció de la prestació,Tipus de contracte,Pressupost de licitació (sense IVA),Data de publicació,Empresa adjudicatària,Import d'adjudicació (sense IVA),Enllaç a la publicació,Codi CPV,Data d'adjudicació
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Departament d'Interior,IT-2020-780,4221,Subministrament de 480 bobines de paper (80 paquets de 6 bobines) per a la desinfecció dels vehicles adscrits a la Secretaria General,Subministrament de 480 bobines de paper (80 paquets de 6 bobines) per a la desinfecció dels vehicles adscrits a la Secretaria General,Subministraments,1420,2020-07-22T00:00:00Z,MIQUEL CRUSELLAS DORSA,1420,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=66151909&lawType=3,33770000,2020-07-08T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Consorci Sanitari Integral,194,4222,polaines curtes t.s.t.,Publicació massiva de contractes tramitats d'emergència 2020,Subministraments,0,2020-07-07T00:00:00Z,"CELULOSAS VASCAS, S.L.",140,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=65297999&lawType=3,33140000,2020-07-07T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Banc de Sang i Teixits (BST),Menors emergència,4223,COVID19 Subministrament d'Esprai desinfectant superfícies,Publicació massiva de contractes menors amb tramitació d'emergència,Subministraments,0,2020-05-14T00:00:00Z,"VESISMIN, S.L.",439.68,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=62423910&lawType=3,35113410,2020-05-14T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Centre de Telecomunicacions i Tecnologies de la Informació de la Generalitat de Catalunya,CTTI-2020-85,4224,Serveis de càrrega de dades a la plataforma de registre de casos de COVID-19 del Departament de Salut.,"Serveis de càrrega de dades a la plataforma de registre de casos de COVID-19 del Departament de Salut, amb l'objectiu de de garantir l'actualització i disponibilitat de les totes les dades d'epidemiologia recollides pels diferents centres sanitaris, així com el registre dels resultats de les proves fetes en els diferents laboratoris, garantint una homogeneïtat d'informació que permeti fer una anàlisi des d'un punt vista epidemiològic.",Serveis,112176,2020-05-11T00:00:00Z,"Deloitte Consulting, S.L.U.",112176,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=62186459&lawType=3,72310000,2020-05-07T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,"Departament de Treball, Afers Socials i Famílies",E-09-2020,4225,"Contracte d'emergència per al subministrament de material sanitari de protecció per al personal i els usuaris de residències i/o centres i serveis de serveis socials, per tal de fer front  al COVID-19 (E-09-2020)","Subministrament de material sanitari de protecció per al personal i els usuaris de residències i/o centres i serveis de serveis socials, per tal de fer front  al COVID-19",Subministraments,6371250,2020-05-06T00:00:00Z,INNJOO TECHNOLOGY SL,1396800,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=61988431&lawType=3,33140000,2020-03-24T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Consorci Sanitari Integral,75,4226,subministrament de material respiratori,Publicació massiva de contractes tramitats d'emergència 2020,Subministraments,0,2020-07-07T00:00:00Z,EQUIPAMIENTOS MEDICOS CANTONI SL,305.5,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=65297999&lawType=3,33140000,2020-07-07T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Fundació Institut Hospital del Mar d'Investigacions Mèdiques,CONTR/2020/0000000052,4227,RESOURCE INSTANT PROTEIN 400G (6 FRASCOS,Publicació massiva de contractes tramitats per emergència de subministraments relacionats amb les mesures adoptades per fer front a la situació de crisi sanitària ocasionada per la COVID-19 de la Fundació Institut Hospital del Mar d'Investigacions Mèdiques.,Subministraments,0,2020-07-31T00:00:00Z,"NESTLE ESPAÑA, S. A.",122.23,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=66776426&lawType=3,38970000,2020-06-19T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Consorci Hospital Clínic de Barcelona (HCB),2020/1091,4228,SUBMINISTRAMENT D' APARELLS I ELEMENTS DE MONITORATGE,Subministrament de divers equipament i mobiliari mèdic - Publicació MASSIVA de contractes tramitats d'EMERGÈNCIA,Subministraments,0,2020-07-01T00:00:00Z,"MEDTRONIC IBERICA, S.A.",3900,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=65033680&lawType=3,33100000,2020-04-30T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Departament de Justícia,JU-2020-398,4229,COVI-19 Neteja desinfecció CP Joves,Publicació massiva contractes tramitats d'emergencia a 26.05.2020,Serveis,0,2020-05-26T00:00:00Z,"MULTIANAU, S.L.",1459.2,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=62981293&lawType=3,90000000,2020-04-30T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Institut Català de la Salut (ICS),1101201615,4230,SANEJAMENT HOSP.MOD.,Contractació del subministrament de mobiliari clínic i general i contractació d'obres de condicionament destinats a un hospital modular per l'hospital modular de l'Hospital Universitari Germans Trias i Pujol,Subministraments,132738.71,2020-06-12T00:00:00Z,CONSTRUCCIONS ARIDS I FORMIGONS SA,11887.48,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=64026544&lawType=3,33192000,2020-05-04T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Servei Català de la Salut (CatSalut),1.1-Equipament mèdic,4231,Subministrament de respiradors.,"Publicació massiva de contractes tramitats per emergència, de subministrament d'equipament mèdic  en el marc de l'estratègia de resposta a l'epidèmia del SARS-CoV-2.",Subministraments,0,2020-05-20T00:00:00Z,"BEMASCE TECNICA, S.L.",31738,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=62049135&lawType=3,33000000,2020-05-20T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Consorci Hospital Clínic de Barcelona (HCB),2020/1036,4232,Material Fungible Sanitari,Subministrament de material fungible sanitari - Publicació MASSIVA contractes tramitats d'EMERGÈNCIA,Subministraments,0,2020-06-09T00:00:00Z,BERMEJO CALVO EDGAR,142.2,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=64000852&lawType=3,33140000,2020-03-16T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Institut Català de la Salut (ICS),1101193183,4233,Conjunt porta cistelles,Execució dels treballs i la compra d'equipament per a dotar una àrea de tractament de 21 llits de pacients crítics a les dependències de la UPAC de l'Hospital Universitari Germans Trias i Pujol,Subministraments,339736.3,2020-06-09T00:00:00Z,NEDELLA MEDICAL S.L.,3100,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=64002886&lawType=3,33100000,2020-03-12T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Institut Català de la Salut (ICS),1101195228,4234,Lliteres,"Contractació dels treballs de condicionament i la compra d'equipament corresponent a un àrea d'hospitalització de 70 llits de pacients convencionals ubicats al gimnàs de l'Institut Guttmann, destinats a l'Hospital UniversitariGermans Trias i Pujol.",Subministraments,133372.24,2020-06-09T00:00:00Z,"GIVAS EQUIPAMENT IBERICA, SL",6800,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=64004847&lawType=3,33192000,2020-03-26T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Consorci Sanitari de Terrassa,COVID-13 (3),4235,Productes farmacèutics,Publicació massiva de contractes d¿emergència,Subministraments,0,2020-05-29T00:00:00Z,"BOEHRINGER INGELHEIM ESPAÑA,SA",14133.8,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=63270431&lawType=3,33000000,2020-05-19T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Consorci Hospital Clínic de Barcelona (HCB),2020/1000,4236,"TEICOPLANINA  400 MG IV VIAL 3,2 ML",Subministrament de medicaments - Publicació MASSIVA de contractes tramitats d'EMERGÈNCIA,Subministraments,0,2020-05-27T00:00:00Z,"LABORATORIO REIG JOFRE, S.A",30766.88,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=63089784&lawType=3,33690000,2020-03-16T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Departament d'Interior,IT-2020-578,4237,Subministrament de divers material fungible per a la desinfecció d'espais a la Regió Policial Metropolitana Nord (segona comanda),Subministrament de divers material fungible per a la desinfecció d'espais a la Regió Policial Metropolitana Nord (segona comanda),Subministraments,8262.43,2020-06-11T00:00:00Z,"GELIM, S.A.",8262.43,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=63801770&lawType=3,24455000,2020-05-28T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Consorci Hospital Clínic de Barcelona (HCB),2020-1113,4238,2020-1113 - Subministrament d'equipament i aparells de ventilació - Publicació contracte tramitat d'EMERGÈNCIA,Subministrament d'equipament i aparells de ventilació - Publicació contracte tramitat d'EMERGÈNCIA,Subministraments,60141.42,2020-07-22T00:00:00Z,"DRAGER MEDICAL HISPANIA, S.A.",60141.42,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=66236478&lawType=3,33100000,2020-05-14T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Consorci Sanitari Integral,231,4239,subministrament dequips de respiració i material respiratori,Publicació massiva de contractes tramitats d'emergència 2020,Subministraments,0,2020-07-07T00:00:00Z,LINDE MEDICA S.L.UNIPERSONAL,18810,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=65297999&lawType=3,33140000,2020-07-07T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Consorci Hospital Clínic de Barcelona (HCB),2020-1104,4240,"Subministrament de Catèters, sondes i altre material fungible sanitari",Subministrament de material fungible sanitari - Publicació MASSIVA contractes tramitats d'EMERGÈNCIA,Subministraments,0,2020-07-23T00:00:00Z,OIARSO S. COOP.  BEXEN,2710.78,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=66328502&lawType=3,33140000,2020-05-25T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Institut Català de la Salut (ICS),CS/AH01/1101195496120/CMUI,4241,Subministrament termometres clínics pila botó de l'Hospital Universitari Vall d'Hebron.,Subministrament termometres clínics pila botó de l'Hospital Universitari Vall d'Hebron.,Subministraments,274,2020-05-06T00:00:00Z,BASTOS MEDICAL SL,274,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=61958734&lawType=3,38412000,2020-04-17T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Consorci Sanitari Integral,49,4242,MASCARILLA DE OXIGENO ALTA CONCENTRACIÓN,Publicació massiva de contractes tramitats d'emergència 2020,Subministraments,0,2020-07-07T00:00:00Z,DIGEMSA 1988 SL,1960,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=65297999&lawType=3,33140000,2020-07-07T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Institut d'Investigació Biomèdica de Girona (IDIBGI),202021,4243,P. Pipeta 100 ul. c/filtro biosphere,Subministrament de material fungible i inventariable per situació d'emergència derivada de la COVID_19 per a l'IDIBGI.,Subministraments,137353.69,2020-06-19T00:00:00Z,SARSTEDT,187.2,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=64599454&lawType=3,33140000,2020-06-18T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Institut Català de la Salut (ICS),1101193136,4244,Lector codi de barres,"Contractació d'aparells mèdics, de laboratori, equipament informàtic, equipament de teleassistència a domicili, materials per a equipament mèdic, mobiliari general i obres de condicionament general d'espais comuns de l'Hospital Universitari Germans Trias i Pujol",Obres,196017.22,2020-06-12T00:00:00Z,SERVICIOS MICROINFORMATICA SA,8460,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=64029684&lawType=3,45215100,2020-03-16T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Institut d'Assistència Sanitària (IAS),MASCARETA TBC FFP2,4245,Publicació massiva de contractes tramitats d'emergència,"Publicació massiva de contractes tramitats d'emergència per part de Serveis Logistics de l'IAS, per atendre la pandèmia Covid_19 corresponent al mes de Maig 2020",Subministraments,139225.25,2020-06-30T00:00:00Z,MOLNLYCKE HEALTH CARE S.L.,308,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=64945050&lawType=3,33140000,2020-06-25T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Fundació Institut Hospital del Mar d'Investigacions Mèdiques,CONTR/2020/0000000052,4246,PARACETAMOL KERN PHARMA 1 G (500 COMP)METOCLOPRAMIDA KERN PHARMA 10 MG/2ML (12,Publicació massiva de contractes tramitats per emergència de subministraments relacionats amb les mesures adoptades per fer front a la situació de crisi sanitària ocasionada per la COVID-19 de la Fundació Institut Hospital del Mar d'Investigacions Mèdiques.,Subministraments,0,2020-07-31T00:00:00Z,KERN PHARMA S.L,75.81,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=66776426&lawType=3,38970000,2020-06-19T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Consorci Hospital Clínic de Barcelona (HCB),2020/1000,4247,ADRENALINA  1 MG AMP 1ML,Subministrament de medicaments - Publicació MASSIVA de contractes tramitats d'EMERGÈNCIA,Subministraments,0,2020-05-27T00:00:00Z,"B. BRAUN MEDICAL, S.A.",382.49,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=63089784&lawType=3,33690000,2020-03-16T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Institut Cartogràfic i Geològic de Catalunya,131-484/2020,4248,Compra per emergència d'ordinadors portàtils per a la implementació del teletreball a l'ICGC,"Contracte que té per objecte l'adquisició d'ordinadors portàtils necessaris per implementar la prestació de serveis de l'ICGC, en la modalitat de teletreball.",Subministraments,47289,2020-04-24T00:00:00Z,"ABAST SYSTEMS & SOLUTIONS, SL",47289,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=61591597&lawType=3,30213100,2020-03-12T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Consorci Hospital Clínic de Barcelona (HCB),2020-1102,4249,SUBMINISTRAMENT D' APARELLS DE DIAGNOSTIC,2020-1102 - Subministrament d'equipament i mobiliari sanitari - Publicació MASSIVA contractes tramitats d'EMERGÈNCIA,Subministraments,0,2020-07-23T00:00:00Z,OTOMEDIC QUIRURGICA SL,14372.58,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=66328694&lawType=3,33192000,2020-05-26T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Consorci Hospital Clínic de Barcelona (HCB),2020/1043,4250,"Catèters, sondes i altre material fungible sanitari","Subministrament de catèters, sondes i altre material fungibe sanitari - Publicació MASSIVA de contractes tramitats d'EMERGÈNCIA",Subministraments,0,2020-06-09T00:00:00Z,"CONVATEC, S.L.",7779.29,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=64001795&lawType=3,33141200,2020-03-16T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Consorci Corporació Sanitària Parc Taulí de Sabadell,20COVID41,4251,Instal.lacions i adequació d'espais del CCSPT - 20COVID41,Instal.lacions i adequació d'espais del Consoci Corporació Sanitària Parc Taulí,Serveis,108196.05,2020-06-16T00:00:00Z,"COMSA SERVICE FACILITY MANAGEMENT, S.A.U.",108196.05,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=64204676&lawType=3,45315300,2020-04-28T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Institut Català de la Salut (ICS),CS/AH01/1101199604/20/CMUI,4252,Subministrament de reactius d'extracció DNA/RNA viral per al Servei de Microbiologia. Pla de contingència front a l'epidèmia del SARS-CoV-2 de l'Hospital Universitari Vall d'Hebron.,Subministrament de reactius d'extracció DNA/RNA viral per al Servei de Microbiologia. Pla de contingència front a l'epidèmia del SARS-CoV-2 de l'Hospital Universitari Vall d'Hebron.,Subministraments,99008,2020-06-26T00:00:00Z,WERFEN ESPAÑA SAU,99008,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=64740801&lawType=3,33696000,2020-05-13T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Consorci Mar Parc de Salut de Barcelona,INV.< 3.000,4253,8 Unitats de 123530 Reguvac II AV doble c/conector CM,Publicació massiva de contractes tramitats per emergència de subministraments relacionats amb les mesures adoptades per fer front a la situació de crisi sanitària ocasionada per la COVID-19 del Consorci Mar Parc de Salut de Barcelona (correspon al mes de juny).,Subministraments,0,2020-07-13T00:00:00Z,"SOCIEDAD ESPAÑOLA DE CARBUROS METALICOS, S.A.",1350,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=65730458&lawType=3,33112000,2020-07-10T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Consorci Sanitari de l'Anoia,CE_CSA_2020 roba plana,4254,Subministrament de roba plana,Subministrament de roba plana,Subministraments,1570,2020-06-25T00:00:00Z,Textiles Sanitarios PAK-SBDFURS SL,1570,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=64685790&lawType=3,35113400,2020-06-17T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Institut Català de la Salut (ICS),CS/CC00/1101193762/20/CMUI,4255,CONTRACTACIÓ EMERGÈNCIA SUBMINISTRAMENT FUNGIBLE RESPIRADORS,Contractació emergència subministrament fungible respiradors,Subministraments,39508.5,2020-05-28T00:00:00Z,"BEMASCE TECNICA,S.L.",39508.5,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=63209762&lawType=3,33140000,2020-03-18T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,"Departament de Treball, Afers Socials i Famílies",E-11-2020,4256,"Contracte d'emergència per prestar servei de càtering  a les persones usuàries de centres residencials per a persones amb discapacitat  que, per motius de salut,  es troben  confinades a la Casa del Mar de Barcelona. (E-11-2020)","Servei de càtering  a les persones usuàries de centres residencials per a persones amb discapacitat  que, per motius de salut,  es troben  confinades a la Casa del Mar de Barcelona.",Serveis,31500,2020-05-07T00:00:00Z,"D'INS Càtering, Formació i Treball, Fundació Privada",31500,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=61948438&lawType=3,55300000,2020-03-31T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Institut d'Assistència Sanitària (IAS),APOSIT LIQUID PEL·LICULA BARRERA CAVILON,4257,Publicació massiva de contractes tramitats d'emergència,"Publicació massiva de contractes tramitats d'emergència per part de Serveis Logistics de l'IAS, per atendre la pandèmia Covid_19 corresponent al mes de Maig 2020",Subministraments,139225.25,2020-06-30T00:00:00Z,3 M ESPAÑA S.A.,306,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=64945050&lawType=3,33140000,2020-06-25T00:00:00Z
